run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes,canonical_rule_hash,duplicate_of,duplicate_status,qqq_selection_frequency,spy_selection_frequency,gld_selection_frequency,ief_selection_frequency,bil_allocation_frequency,max_single_asset_allocation,qqq_allocation_share,equity_asset_allocation_share,defensive_asset_allocation_share,concentration_warning,equity_beta_duplicate_warning,mtum_selection_frequency,vtv_selection_frequency,qual_selection_frequency,usmv_selection_frequency,mtum_allocation_share,vtv_allocation_share,qual_allocation_share,usmv_allocation_share,spy_allocation_share,bil_allocation_share,max_single_etf_allocation,equity_factor_allocation_share,cash_treasury_allocation_share,xlb_selection_frequency,xle_selection_frequency,xlf_selection_frequency,xli_selection_frequency,xlk_selection_frequency,xlp_selection_frequency,xlu_selection_frequency,xlv_selection_frequency,xly_selection_frequency,xlb_allocation_share,xle_allocation_share,xlf_allocation_share,xli_allocation_share,xlk_allocation_share,xlp_allocation_share,xlu_allocation_share,xlv_allocation_share,xly_allocation_share,equity_sector_allocation_share,max_single_sector_allocation,top_sector_dominance,sector_turnover,required_label,wrapper_proxy_warning,short_history_warning,dbmf_selection_frequency,kmlm_selection_frequency,dbmf_allocation_share,kmlm_allocation_share,max_single_proxy_allocation,proxy_concentration_warning,too_slow_warning,wrapper_proxy_only_warning,direct_futures_claim_disallowed,correlation_to_combo_if_available,correlation_to_top2_if_available,correlation_to_spy200d_if_available,drawdown_coincidence_warning_if_available,fixed_combination_batch_warning,component_combo_allocation_share,component_top2_allocation_share,component_managed_futures_allocation_share,max_single_sleeve_allocation,duplicate_correlation_warning,correlation_diagnostics_status,drawdown_coincidence_diagnostics_status,commodity_required_label,commodity_wrapper_warning,exploratory_public_data_warning,not_paper_forward_warning,commodity_risk_control_batch_warning,commodity_risk_control_rule_type,component_commodity_allocation_share,component_bil_allocation_share,dbc_selection_frequency,pdbc_selection_frequency,comt_selection_frequency,gsg_selection_frequency,usci_selection_frequency,dbc_allocation_share,pdbc_allocation_share,comt_allocation_share,gsg_allocation_share,usci_allocation_share,commodity_wrapper_allocation_share,bil_fallback_frequency,bil_fallback_allocation_share,max_single_commodity_wrapper_allocation,product_concentration_warning,crypto_required_label,crypto_spot_warning,crypto_tier2_warning,public_or_cached_crypto_data_warning,crypto_not_paper_forward_warning,crypto_no_exchange_execution_warning,crypto_24_7_calendar_warning,uses_perpetuals,uses_options,btc_selection_frequency,eth_selection_frequency,btc_allocation_share,eth_allocation_share,crypto_spot_allocation_share,bil_cash_allocation_share,max_crypto_exposure,max_single_crypto_allocation,component_crypto_allocation_share,global_multi_asset_required_label,global_multi_asset_wrapper_warning,global_multi_asset_batch_warning,global_multi_asset_rule_type,component_global_multi_asset_allocation_share,global_spy_selection_frequency,global_qqq_selection_frequency,global_iwm_selection_frequency,global_efa_selection_frequency,global_eem_selection_frequency,global_ief_selection_frequency,global_tlt_selection_frequency,global_gld_selection_frequency,global_pdbc_selection_frequency,global_comt_selection_frequency,global_bil_allocation_frequency,global_spy_allocation_share,global_qqq_allocation_share,global_iwm_allocation_share,global_efa_allocation_share,global_eem_allocation_share,global_ief_allocation_share,global_tlt_allocation_share,global_gld_allocation_share,global_pdbc_allocation_share,global_comt_allocation_share,global_bil_allocation_share,global_equity_allocation_share,global_international_allocation_share,global_duration_allocation_share,global_real_asset_allocation_share,max_single_global_asset_allocation,global_equity_beta_duplicate_warning,global_wrapper_concentration_warning
20260608_144254,SPY_200d_trend_model,SPY 200-Day Trend Model,exact_family,broad_etf_trend,absolute_trend,tier3_candidate_validation,completed,3000.0,True,False,standard,False,False,14398.18366100178,2998.7910372983606,3.79939455366726,-0.0004029875672131311,14398.18366100178,2562.098542934538,-1966.9698800688138,0.1366123621131777,True,2010-06-21,True,True,False,False,False,1002,1056,1828,1907.0,2006.0,55.77808893374731,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted SPY/BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,SPY_200d_trend_model,SPY 200-Day Trend Model,exact_family,broad_etf_trend,absolute_trend,tier3_candidate_validation,completed,3000.0,True,False,stress,False,False,12954.755340612995,2943.0129483646133,3.3182517802043314,-0.01899568387846229,12954.755340612995,2522.6752336935065,-1983.799242921581,0.15313289913722997,True,2010-06-07,True,True,False,False,False,1010,1061,1852,1968.0,2074.0,55.77808893374731,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted SPY/BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,GLD_buy_hold,GLD Buy And Hold,benchmark_family,gold_commodity_etf,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,20082.439464893792,4131.3629210438485,5.694146488297931,0.37712097368128283,23875.339769481583,2896.91302257311,-4586.33675937419,0.19209514099718192,True,2008-04-29,True,True,True,True,True,325,428,448,464.0,508.0,2.0667148179336436,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted GLD prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,GLD_buy_hold,GLD Buy And Hold,benchmark_family,gold_commodity_etf,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,20072.393222039937,4129.296206225915,5.690797740679979,0.37643206874197155,23863.396127776014,2895.4638414712726,-4584.042443836737,0.19209514099718186,True,2008-04-29,True,True,True,True,True,325,428,448,464.0,508.0,2.0667148179336436,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted GLD prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,BIL_cash_proxy,BIL Cash Proxy,benchmark_family,cash_treasury_proxy,cash_proxy,benchmark,completed,3000.0,True,False,standard,False,False,3870.861683204045,3870.861683204045,0.29028722773468174,0.29028722773468174,3880.9841263520625,2998.5,-24.504552555487408,0.006314004839416981,False,,True,True,True,False,False,4215,4414,4678,,,1.936399041138884,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,watchlist,research_only;no_real_money_recommendation,"computed from cached adjusted BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,BIL_cash_proxy,BIL Cash Proxy,benchmark_family,cash_treasury_proxy,cash_proxy,benchmark,completed,3000.0,True,False,stress,False,False,3868.9252841629063,3868.9252841629063,0.2896417613876354,0.2896417613876354,3879.042663557473,2997.0,-24.49229415000036,0.006314004839415316,False,,True,True,True,False,False,4226,4415,4678,,,1.936399041138884,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,watchlist,research_only;no_real_money_recommendation,"computed from cached adjusted BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,standard,False,False,15208.240747332084,3014.7451086717447,4.069413582444028,0.004915036223914981,16570.686676390997,2918.725314376858,-2135.342750112848,0.12886265921346318,True,2008-08-14,True,True,True,False,False,506,518,552,982.0,1192.0,6.014357428612129,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,asset_class_tsmom_top2_v1,Asset Class TSMOM Top 2,strategy_variant,multi_asset_etf,asset_class_time_series_momentum,tier2_credible_prototype,completed,3000.0,True,False,stress,False,False,14618.711175588356,3008.7307512431325,3.872903725196119,0.0029102504143774244,15944.455444668547,2909.9938464540724,-2054.644928310576,0.12886265921346352,True,2008-08-14,True,True,True,False,False,506,518,552,985.0,1195.0,6.014357428612129,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,diagnostic_only,too_risky,research_only;no_real_money_recommendation,"predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",d03c7e83b354051ab0ccde6b79b46577eb8f5a2592a21bff790cf944a2fb458a,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,,,,,False,not_applicable,not_applicable,,False,False,False,False,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
20260608_144254,global_multi_asset_tsmom_top2_v1,Global Multi-Asset TSMOM Top 2,global_multi_asset_fast_exploratory,global_multi_asset_etf_momentum,etf_fund_wrapper_time_series_momentum,tier1_or_tier2_exploratory,completed,3000.0,True,False,standard,False,False,15230.908247796659,3941.067013079601,4.076969415932219,0.313689004359867,16406.967563549708,2938.5843045282113,-3284.358332299901,0.2001807049095743,True,2008-09-04,True,True,True,True,True,265,313,345,432.0,444.0,23.541216981101115,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"predeclared global multi-asset ETF/fund wrapper top-2 126-day return rule with BIL fallback; yfinance-compatible exploratory public data; research_sample only; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",30a9f1192732835c8a8e130822472b384b91036b79e0c649c9ef2cc1d7b9cb8f,,canonical_unique,,,,,0.06993960646795247,,,,,False,False,,,,,,,,,,0.05727644652250146,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,0.0,,,,False,not_applicable,not_applicable,,False,False,False,False,,,0.0,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,etf_fund_wrapper_evidence_research_sample_only,True,True,top2_positive_126d_return,1.0,0.1624780829924021,0.4124293785310734,0.20767582310539645,0.146697837521917,0.21293590492889147,0.10072082602766413,0.20884473017728425,0.2540424702902786,0.07753750243522306,0.1016949152542373,0.06993960646795247,0.08123904149620105,0.2062146892655367,0.10383791155269823,0.0733489187609585,0.10646795246444574,0.05036041301383207,0.10442236508864212,0.1270212351451393,0.03876875121761153,0.05084745762711865,0.05727644652250146,0.5711085135398403,0.17981687122540424,0.1547827781024742,0.21663744398986948,0.2062146892655367,False,False
20260608_144254,global_multi_asset_tsmom_top2_v1,Global Multi-Asset TSMOM Top 2,global_multi_asset_fast_exploratory,global_multi_asset_etf_momentum,etf_fund_wrapper_time_series_momentum,tier1_or_tier2_exploratory,completed,3000.0,True,False,stress,False,False,14033.266317918804,3917.5257960985,3.677755439306268,0.3058419320328334,15130.656610029706,2934.19232559646,-3153.299556330101,0.20840467387514852,True,2008-09-04,True,True,True,True,True,265,313,353,432.0,445.0,23.541216981101115,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"predeclared global multi-asset ETF/fund wrapper top-2 126-day return rule with BIL fallback; yfinance-compatible exploratory public data; research_sample only; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",30a9f1192732835c8a8e130822472b384b91036b79e0c649c9ef2cc1d7b9cb8f,,canonical_unique,,,,,0.06993960646795247,,,,,False,False,,,,,,,,,,0.05727644652250146,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,False,False,0.0,,,,False,not_applicable,not_applicable,,False,False,False,False,,,0.0,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,,,,,,,,,,etf_fund_wrapper_evidence_research_sample_only,True,True,top2_positive_126d_return,1.0,0.1624780829924021,0.4124293785310734,0.20767582310539645,0.146697837521917,0.21293590492889147,0.10072082602766413,0.20884473017728425,0.2540424702902786,0.07753750243522306,0.1016949152542373,0.06993960646795247,0.08123904149620105,0.2062146892655367,0.10383791155269823,0.0733489187609585,0.10646795246444574,0.05036041301383207,0.10442236508864212,0.1270212351451393,0.03876875121761153,0.05084745762711865,0.05727644652250146,0.5711085135398403,0.17981687122540424,0.1547827781024742,0.21663744398986948,0.2062146892655367,False,False
