variant_name,slippage_label,horizon_trading_days,number_of_windows,median_final_equity,mean_final_equity,pct_windows_positive_return,pct_windows_loss,pct_windows_target_300_hit,pct_windows_target_300_before_stop,pct_windows_target_400_hit,pct_windows_target_400_before_stop,pct_windows_absolute_stop_hit,pct_windows_trailing_stop_hit,pct_windows_any_stop_hit,median_max_drawdown,worst_max_drawdown,median_number_of_trades,pct_windows_above_3300,pct_windows_above_3400,pct_windows_below_2400,possible_window_count,window_sampling_method
core_only_AB,standard,30,12,2998.1983526014083,3028.2923138297265,0.4166666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.76545958668771,-238.39322791589848,7.0,0.0,0.0,0.0,4601,deterministic_even_sample_12
core_only_AB,standard,60,12,3014.0886086296814,3034.081620443494,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-120.26635907034779,-220.318216904549,14.5,0.0,0.0,0.0,4571,deterministic_even_sample_12
core_only_AB,standard,90,12,3082.040729854897,3101.3746311871455,0.75,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,-157.95400532821827,-260.70196573663316,19.5,0.16666666666666666,0.08333333333333333,0.0,4541,deterministic_even_sample_12
core_only_AB,standard,180,12,2997.29601828477,3034.9081820690812,0.5,0.5,0.25,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-208.3831694704511,-392.49700513209064,32.0,0.08333333333333333,0.08333333333333333,0.0,4451,deterministic_even_sample_12
core_only_AB,stress,30,12,2993.3452854018806,3021.276438599776,0.4166666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.59459674055847,-245.24913330346408,7.0,0.0,0.0,0.0,4601,deterministic_even_sample_12
core_only_AB,stress,60,12,3012.24985236515,3030.4491272078935,0.5,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-118.49163060020669,-227.45906468236535,16.0,0.0,0.0,0.0,4571,deterministic_even_sample_12
core_only_AB,stress,90,12,3112.030022123556,3096.3190443970325,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,-169.5916070696469,-269.86316758405655,21.0,0.08333333333333333,0.08333333333333333,0.0,4541,deterministic_even_sample_12
core_only_AB,stress,180,12,2992.318458212496,3003.7486407164083,0.5,0.5,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-249.47878532306618,-414.2785844276368,37.0,0.08333333333333333,0.0,0.0,4451,deterministic_even_sample_12
momentum_only_A,standard,30,12,3009.349910393843,3021.0783338235683,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.7251099979419,-131.68650044083552,3.5,0.0,0.0,0.0,4601,deterministic_even_sample_12
momentum_only_A,standard,60,12,2991.238690404978,3014.4475387669077,0.4166666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.66561617100979,-202.0511725383767,8.0,0.0,0.0,0.0,4571,deterministic_even_sample_12
momentum_only_A,standard,90,12,3009.7015693144976,3037.3291513252843,0.5,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-93.91918277242394,-215.68469420670226,9.5,0.08333333333333333,0.0,0.0,4541,deterministic_even_sample_12
momentum_only_A,standard,180,12,2982.840199534048,3043.5018180407565,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,-182.61607509654323,-262.6199051287822,22.5,0.08333333333333333,0.08333333333333333,0.0,4451,deterministic_even_sample_12
momentum_only_A,stress,30,12,3007.538476881961,3017.4417312450846,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.52473795330889,-132.32453205396268,3.5,0.0,0.0,0.0,4601,deterministic_even_sample_12
