trade_id,strategy,strategy_version,symbol,correlation_cluster,signal_date,entry_date,entry_signal_date,exit_date,regime_at_signal,regime_at_entry,spy_close_at_signal,spy_200sma_at_signal,spy_above_200sma_at_signal,realized_vol_20_at_signal,volatility_regime_at_signal,entry_rule_name,entry_reason_code,entry_reason_text,signal_values_json,project_equity_at_signal,project_equity_at_entry,high_water_mark_at_entry,drawdown_at_entry,total_open_risk_before_entry,total_open_risk_after_entry,cluster_open_risk_before_entry,cluster_open_risk_after_entry,strategy_pnl_before_entry,strategy_loss_budget_remaining_before_entry,strategy_status_at_entry,entry_price,stop_price_initial,stop_price_final,exit_price,stop_price,target_price,shares,notional_value,intended_risk_amount,actual_risk_amount,risk_amount,risk_utilization_pct,stop_distance,stop_distance_pct,pnl,r_multiple,slippage_paid_estimate,fees_paid_estimate,exit_reason,exit_reason_text,stop_hit,target_hit,same_bar_stop_target,gap_through_stop,final_mark_to_market,holding_days,market_regime_at_entry,valid_trade,auto_outcome_class,manual_review_class,rule_followed,notes
236,A_ETF_sector_momentum,v1_fixed_rules,XLV,equity_index,2013-03-01,2013-03-04,2013-03-01,2013-05-20,bull_normal_volatility,bull_normal_volatility,121.10865020751952,111.68734104156493,True,0.10285705279740334,normal_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 0.317, ""bollinger_lower"": 34.500893, ""breakout_level"": 35.188145, ""close"": 35.268692, ""ema_10"": 34.942748, ""momentum_126"": 0.14067, ""momentum_63"": 0.102892, ""rank_at_signal"": 1.0, ""rank_score"": 1.183984, ""realized_vol_20"": 0.102857, ""rsi_2"": 89.187944, ""score"": 1.183984, ""sma_100"": 33.08783, ""sma_200"": 31.730999, ""sma_50"": 33.958352, ""volume"": 7491500.0, ""volume_sma_20"": 6035935.0}",3692.6189155685524,3711.5307926015194,3779.831384192186,-68.3005915906665,31.238945340540198,57.38609119713195,31.238945340540198,57.38609119713195,608.2058318456596,738.2058318456596,active,35.22186133112012,34.58786116805172,38.91958666533581,39.730012459054365,38.91958666533581,,41.241544371291944,1452.6039569268821,45.0,26.14714585659175,26.14714585659175,0.5810476857020389,0.6340001630684,0.018000189061792484,185.9231147751901,7.110646637874569,1.545565514314477,0.0,rank_drop_exit,rank drop exit,False,False,False,False,False,54,bull_normal_volatility,True,valid_win,,True,weekly rank score=1.1840
116,B_ETF_trend_following,v1_fixed_rules,XLY,equity_index,2010-02-18,2010-02-19,2010-02-18,2010-04-27,bull_normal_volatility,bull_normal_volatility,82.9856948852539,76.45960391998291,True,0.18689673727198147,normal_volatility,trend_following_breakout,trend_breakout,Trend filter and 20-day breakout conditions were met.,"{""atr_20"": 0.208631, ""bollinger_lower"": 11.679015, ""breakout_level"": 12.296311, ""close"": 12.370159, ""ema_10"": 12.108741, ""momentum_126"": 0.200208, ""momentum_63"": 0.027968, ""realized_vol_20"": 0.186897, ""rsi_2"": 100.0, ""sma_100"": 11.822865, ""sma_200"": 10.90367, ""sma_50"": 12.163982, ""volume"": 11835200.0, ""volume_sma_20"": 13213650.0}",2790.9822255662984,2790.9822255662984,3131.6123606970536,-340.6301351307552,32.403489430402324,70.01713709583633,32.403489430402324,70.01713709583633,61.60361581331336,161.60361581331335,active,12.384549423625861,11.967287649036004,14.336579285240855,14.329410995598236,14.336579285240855,,90.14400540860936,1116.3928902265195,45.0,37.61364766543401,37.61364766543401,0.8358588370096446,0.417261774589857,0.03369212397778894,175.31761206287425,4.661010642261816,1.2040516962579566,0.0,stop_loss,stop loss,True,False,False,False,False,46,bull_normal_volatility,True,valid_win,,True,trend breakout
182,B_ETF_trend_following,v1_fixed_rules,XLY,equity_index,2012-01-05,2012-01-06,2012-01-05,2012-04-09,sideways_normal_volatility,sideways_normal_volatility,99.73284912109376,97.12645553588867,True,0.19059441680295316,normal_volatility,trend_following_breakout,trend_breakout,Trend filter and 20-day breakout conditions were met.,"{""atr_20"": 0.267049, ""bollinger_lower"": 15.858629, ""breakout_level"": 16.772459, ""close"": 16.91202, ""ema_10"": 16.592083, ""momentum_126"": -0.030275, ""momentum_63"": 0.131424, ""realized_vol_20"": 0.190594, ""rsi_2"": 100.0, ""sma_100"": 15.832241, ""sma_200"": 16.145845, ""sma_50"": 16.288894, ""volume"": 9152600.0, ""volume_sma_20"": 11635470.0}",3476.722816363217,3472.832340361479,3702.4282402002254,-229.5958998387464,7.095682382433407,50.63068979324364,0.0,43.53500741081023,193.54267300943536,293.54267300943536,active,16.928940604162722,16.394842693811718,18.785323992073042,18.775931330077007,18.785323992073042,,81.51128579065103,1379.8997157188642,45.0,43.53500741081023,43.53500741081023,0.9674446091291162,0.5340979103510044,0.031549399507000045,150.5505889126813,3.4581500697137333,1.4551750101752048,0.0,stop_loss,stop loss,True,False,False,False,False,63,sideways_normal_volatility,True,valid_win,,True,trend breakout
229,A_ETF_sector_momentum,v1_fixed_rules,XLI,equity_index,2012-12-28,2012-12-31,2012-12-28,2013-02-04,sideways_low_volatility,sideways_normal_volatility,111.49066925048828,109.53413452148438,True,0.10454284210566017,low_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 0.301808, ""bollinger_lower"": 28.717198, ""breakout_level"": 30.048418, ""close"": 29.292944, ""ema_10"": 29.603177, ""momentum_126"": 0.093789, ""momentum_63"": 0.031729, ""rank_at_signal"": 2.0, ""rank_score"": 0.60032, ""realized_vol_20"": 0.104543, ""rsi_2"": 0.0, ""score"": 0.60032, ""sma_100"": 28.758604, ""sma_200"": 28.21292, ""sma_50"": 28.914478, ""volume"": 6626000.0, ""volume_sma_20"": 8407860.0}",3492.146098103323,3519.268827059747,3753.5313613253497,-234.26253426560288,34.58783210709079,63.658902157803276,34.58783210709079,63.658902157803276,516.4179663482997,646.4179663482997,active,29.22885312729564,28.625237661611315,31.25064585504573,31.677498391949637,31.25064585504573,,48.16157256301302,1407.7075308238989,45.0,29.071070050712486,29.071070050712486,0.6460237789047218,0.6036154656843244,0.020651356488586698,117.9306065947117,4.056631090255359,1.4666728341212547,0.0,rank_drop_exit,rank drop exit,False,False,False,False,False,23,sideways_normal_volatility,True,valid_win,,True,weekly rank score=0.6003
95,A_ETF_sector_momentum,v1_fixed_rules,GLD,commodity_alternative,2009-10-30,2009-11-02,2009-10-30,2009-12-04,bull_normal_volatility,bull_normal_volatility,77.07128143310547,67.97517316818238,True,0.1692666184986877,normal_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 1.413499, ""bollinger_lower"": 100.59538, ""breakout_level"": 104.260002, ""close"": 102.529999, ""ema_10"": 102.490774, ""momentum_126"": 0.156701, ""momentum_63"": 0.092255, ""rank_at_signal"": 2.0, ""rank_score"": 0.735397, ""realized_vol_20"": 0.169267, ""rsi_2"": 92.452667, ""score"": 0.735397, ""sma_100"": 95.7146, ""sma_200"": 93.13905, ""sma_50"": 99.226, ""volume"": 15244500.0, ""volume_sma_20"": 16819970.0}",2636.8273401899837,2636.8273401899837,3131.6123606970536,-494.78502050706993,0.0,28.79451475063416,0.0,28.79451475063416,-8.645630219682072,121.35436978031792,active,103.55175,100.72475186157226,115.15750122070312,115.09992247009278,115.15750122070312,,10.185544291390473,1054.7309360759934,45.0,28.79451475063416,28.79451475063416,0.639878105569648,2.82699813842774,0.0273003415048779,117.62442217874613,4.084959347201904,1.1135431471653665,0.0,stop_loss,stop loss,True,False,False,False,False,23,bull_normal_volatility,True,valid_win,,True,weekly rank score=0.7354
118,A_ETF_sector_momentum,v1_fixed_rules,XLY,equity_index,2010-03-05,2010-03-08,2010-03-05,2010-04-27,bull_low_volatility,bull_low_volatility,85.48473358154297,77.37722103118897,True,0.1286745021077357,low_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 0.178269, ""bollinger_lower"": 11.629344, ""breakout_level"": 12.805063, ""close"": 13.043033, ""ema_10"": 12.645866, ""momentum_126"": 0.254601, ""momentum_63"": 0.09615, ""rank_at_signal"": 1.0, ""rank_score"": 1.362941, ""realized_vol_20"": 0.128675, ""rsi_2"": 100.0, ""score"": 1.362941, ""sma_100"": 11.983049, ""sma_200"": 11.079145, ""sma_50"": 12.274235, ""volume"": 9603200.0, ""volume_sma_20"": 12253020.0}",2878.5208884904923,2879.2289747539135,3131.6123606970536,-252.38338594314018,2.8716749574850304,34.030430139152244,2.8716749574850304,34.030430139152244,73.67391640675902,203.67391640675902,active,13.053653296687422,12.697114538678157,14.336579285240855,14.329410995598236,14.336579285240855,,87.39233668631769,1140.789263890568,45.0,31.15875518166721,31.15875518166721,0.6924167818148269,0.3565387580092647,0.027313331364465017,111.49144635337578,3.5781739579562437,1.196534987067256,0.0,stop_loss,stop loss,True,False,False,False,False,35,bull_low_volatility,True,valid_win,,True,weekly rank score=1.3629
170,A_ETF_sector_momentum,v1_fixed_rules,GLD,commodity_alternative,2011-07-15,2011-07-18,2011-07-15,2011-08-12,sideways_normal_volatility,sideways_normal_volatility,101.40479278564452,97.61768081665039,True,0.1360643602172558,normal_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 1.665002, ""bollinger_lower"": 143.554409, ""breakout_level"": 154.539993, ""close"": 155.199997, ""ema_10"": 151.881023, ""momentum_126"": 0.157777, ""momentum_63"": 0.079202, ""rank_at_signal"": 1.0, ""rank_score"": 0.870833, ""realized_vol_20"": 0.136064, ""rsi_2"": 100.0, ""score"": 0.870833, ""sma_100"": 145.1178, ""sma_200"": 139.2628, ""sma_50"": 148.589399, ""volume"": 18448400.0, ""volume_sma_20"": 15915535.0}",3394.3987031967545,3381.357757226894,3526.160011226132,-144.80225399923802,18.98482208925186,47.88648086351476,0.0,28.901658774262902,486.5569240984979,616.5569240984979,active,155.83787450408934,152.50787114715575,168.09250259399414,168.00845634269714,168.09250259399414,,8.67916805972136,1352.5431028907578,45.0,28.901658774262902,28.901658774262902,0.642259083872509,3.330003356933588,0.021368382798664296,105.63052516186968,3.6548256965767756,1.4053583654716926,0.0,stop_loss,stop loss,True,False,False,False,False,19,sideways_normal_volatility,True,valid_win,,True,weekly rank score=0.8708
172,B_ETF_trend_following,v1_fixed_rules,GLD,commodity_alternative,2011-07-18,2011-07-19,2011-07-18,2011-08-12,sideways_normal_volatility,sideways_normal_volatility,100.57315826416016,97.68746761322022,True,0.13730621437388707,normal_volatility,trend_following_breakout,trend_breakout,Trend filter and 20-day breakout conditions were met.,"{""atr_20"": 1.661002, ""bollinger_lower"": 143.142052, ""breakout_level"": 155.199997, ""close"": 156.570007, ""ema_10"": 152.733565, ""momentum_126"": 0.179968, ""momentum_63"": 0.079421, ""realized_vol_20"": 0.137306, ""rsi_2"": 100.0, ""sma_100"": 145.3084, ""sma_200"": 139.4061, ""sma_50"": 148.8514, ""volume"": 17133400.0, ""volume_sma_20"": 15811950.0}",3386.815596840479,3370.2383540623487,3526.160011226132,-155.9216571637835,30.19353214290444,58.78106836831026,28.901658774262902,57.489194999668726,221.21334521127773,321.2133452112777,active,156.39816732788086,153.07616262817382,168.09250259399414,168.00845634269714,168.09250259399414,,8.605507459976476,1345.8855956667278,45.0,28.58753622540582,28.58753622540582,0.635278582786796,3.322004699707037,0.021240688151688007,99.9124287294845,3.494964656684617,1.3958418100314702,0.0,stop_loss,stop loss,True,False,False,False,False,18,sideways_normal_volatility,True,valid_win,,True,trend breakout
249,A_ETF_sector_momentum,v1_fixed_rules,XLF,equity_index,2013-06-21,2013-06-24,2013-06-21,2013-08-07,bull_high_volatility,bull_high_volatility,127.88660430908205,119.90353866577148,True,0.20053119755351947,high_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 0.21953, ""bollinger_lower"": 12.263771, ""breakout_level"": 12.887752, ""close"": 12.266093, ""ema_10"": 12.484097, ""momentum_126"": 0.176837, ""momentum_63"": 0.055944, ""rank_at_signal"": 2.0, ""rank_score"": 0.580412, ""realized_vol_20"": 0.200531, ""rsi_2"": 3.905981, ""score"": 0.580412, ""sma_100"": 11.870186, ""sma_200"": 11.043083, ""sma_50"": 12.299876, ""volume"": 105462601.0, ""volume_sma_20"": 78968053.0}",3739.528534298775,3739.528534298775,4108.896687653191,-369.36815335441634,0.0,45.0,0.0,45.0,547.5350483532208,677.5350483532208,active,12.118181325310958,11.679120577708762,13.065598165690947,13.059065366608102,13.065598165690947,,102.49151226966768,1242.0107299891658,45.0,45.0,45.0,1.0,0.4390607476021966,0.03623157104318458,96.43262826294074,2.1429472947320165,1.2902270441206363,0.0,stop_loss,stop loss,True,False,False,False,False,31,bull_high_volatility,True,valid_win,,True,weekly rank score=0.5804
285,A_ETF_sector_momentum,v1_fixed_rules,XLE,equity_index,2014-05-09,2014-05-12,2014-05-09,2014-06-24,bull_low_volatility,bull_low_volatility,153.34793090820312,144.38861206054688,True,0.10933785982118374,low_volatility,weekly_momentum_rotation,ranked_momentum_risk_on,Weekly momentum rotation selected an eligible top-ranked ETF.,"{""atr_20"": 0.310935, ""bollinger_lower"": 28.410512, ""breakout_level"": 30.072432, ""close"": 29.614025, ""ema_10"": 29.649971, ""momentum_126"": 0.09177, ""momentum_63"": 0.12007, ""rank_at_signal"": 1.0, ""rank_score"": 0.968743, ""realized_vol_20"": 0.109338, ""rsi_2"": 0.0, ""score"": 0.968743, ""sma_100"": 27.723092, ""sma_200"": 27.056803, ""sma_50"": 28.42535, ""volume"": 17421600.0, ""volume_sma_20"": 21310930.0}",3870.2192765411282,3859.3545337408805,4108.896687653191,-249.54215391231082,0.0,32.106775139337316,0.0,32.106775139337316,613.4868326512832,743.4868326512832,active,29.764838331826354,29.142969196433807,31.523207402351893,31.507445798650718,31.523207402351893,,51.629472041686576,1536.7428884783496,45.0,32.106775139337316,32.106775139337316,0.7134838919852737,0.6218691353925472,0.020892743594296877,89.96990348804275,2.80220928752858,1.5817278402223711,0.0,stop_loss,stop loss,True,False,False,False,False,30,bull_low_volatility,True,valid_win,,True,weekly rank score=0.9687
