experiment_id,benchmark_id,correlation_status,daily_equity_return_correlation,target_window_incremental_status,drawdown_coincidence_status,diversification_claim
commodity_basket_tsmom_top2_200d_filter_v1,commodity_basket_tsmom_top2_v1,available,0.9690136286551215,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_200d_filter_v1,combo_SPY200d_GLD_50_50_v1,available,0.29934994195087583,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_200d_filter_v1,asset_class_tsmom_top2_v1,available,0.2847541602975962,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_200d_filter_v1,SPY_200d_trend_model,available,0.18989330492859025,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_200d_filter_v1,GLD_buy_hold,available,0.24514646213593266,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_200d_filter_v1,BIL_cash_proxy,available,0.0951502511423839,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_half_bil_v1,commodity_basket_tsmom_top2_v1,available,0.9857803753948456,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_half_bil_v1,combo_SPY200d_GLD_50_50_v1,available,0.3065810843479209,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_half_bil_v1,asset_class_tsmom_top2_v1,available,0.2799660462021572,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_half_bil_v1,SPY_200d_trend_model,available,0.2114208911957019,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_half_bil_v1,GLD_buy_hold,available,0.24023890401799908,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
commodity_basket_tsmom_top2_half_bil_v1,BIL_cash_proxy,available,0.25041961560938475,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_commodity_basket_80_20_v1,commodity_basket_tsmom_top2_v1,available,0.5590513360048442,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_commodity_basket_80_20_v1,combo_SPY200d_GLD_50_50_v1,available,0.9617169209973914,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_commodity_basket_80_20_v1,asset_class_tsmom_top2_v1,available,0.7094692079635491,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_commodity_basket_80_20_v1,SPY_200d_trend_model,available,0.5662570193320713,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_commodity_basket_80_20_v1,GLD_buy_hold,available,0.8155843159993816,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_commodity_basket_80_20_v1,BIL_cash_proxy,available,0.04998384952036258,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
