run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,reduced_validation,reduced_validation_reason,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes,accounting_integrity_status,rolling_rebase_check_passed,buy_hold_reference_check_passed,combination_return_check_passed,profit_results_usable,integrity_error_count,integrity_notes,canonical_rule_hash,duplicate_of
20260602_235606,SPY_200d_trend_model,SPY 200-Day Trend Model,exact_family,broad_etf_trend,absolute_trend,tier3_candidate_validation,completed,3000.0,True,False,standard,False,False,14440.403682680057,2966.663066194596,3.8134678942266858,-0.011112311268468011,14440.403682680057,2562.091252446425,-2031.3188369707868,0.14066911712497124,True,2010-06-22,True,True,False,False,False,751.0,805.0,1567.0,1646.0,1736.0,63.17683548326568,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted SPY/BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,SPY_200d_trend_model,SPY 200-Day Trend Model,exact_family,broad_etf_trend,absolute_trend,tier3_candidate_validation,completed,3000.0,True,False,stress,False,False,12992.590697243422,2903.4862307113303,3.3308635657478076,-0.03217125642955654,12992.590697243422,2522.668085143741,-2043.994597379662,0.157320017616912,True,2010-06-22,True,True,False,False,False,759.0,810.0,1597.0,1713.0,1803.0,63.17683548326568,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted SPY/BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,SPY_buy_hold,SPY Buy And Hold,benchmark_family,broad_etf_buy_hold,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,22894.906264895733,2754.2749378848903,6.631635421631911,-0.08190835403836993,22894.906264895733,1507.4591236376357,-3429.4133706207394,0.14978936060895717,True,2008-07-02,True,False,False,False,False,131.0,1431.0,1525.0,1594.0,1689.0,0.0,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted SPY prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,SPY_buy_hold,SPY Buy And Hold,benchmark_family,broad_etf_buy_hold,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,22894.906264895733,2754.2749378848903,6.631635421631911,-0.08190835403836993,22894.906264895733,1507.4591236376357,-3429.4133706207394,0.14978936060895717,True,2008-07-02,True,False,False,False,False,131.0,1431.0,1525.0,1594.0,1689.0,0.0,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted SPY prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,GLD_buy_hold,GLD Buy And Hold,benchmark_family,gold_commodity_etf,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,20092.485707747644,4133.42963586178,5.6974952359158815,0.37780987862059345,23887.283411187163,2898.3622036749475,-4588.631074911653,0.19209514099718233,True,2008-04-29,True,True,True,True,True,74.0,177.0,197.0,213.0,257.0,0.0,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted GLD prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,GLD_buy_hold,GLD Buy And Hold,benchmark_family,gold_commodity_etf,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,20092.485707747644,4133.42963586178,5.6974952359158815,0.37780987862059345,23887.283411187163,2898.3622036749475,-4588.631074911653,0.19209514099718233,True,2008-04-29,True,True,True,True,True,74.0,177.0,197.0,213.0,257.0,0.0,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted GLD prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,IEF_buy_hold,IEF Buy And Hold,benchmark_family,bond_treasury_etf,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,5606.3310535926785,5665.2849136049645,0.8687770178642262,0.8884283045349881,6301.416386641814,2942.64656538196,-1507.5980099562457,0.23924748301860485,True,2022-03-14,True,True,True,True,True,226.0,262.0,475.0,494.0,947.0,0.0,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted IEF prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,IEF_buy_hold,IEF Buy And Hold,benchmark_family,bond_treasury_etf,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,5606.3310535926785,5665.2849136049645,0.8687770178642262,0.8884283045349881,6301.416386641814,2942.64656538196,-1507.5980099562457,0.23924748301860485,True,2022-03-14,True,True,True,True,True,226.0,262.0,475.0,494.0,947.0,0.0,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,"computed from cached adjusted IEF prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,BIL_cash_proxy,BIL Cash Proxy,benchmark_family,cash_treasury_proxy,cash_proxy,benchmark,completed,3000.0,True,False,standard,False,False,3870.8587865925588,3870.8587865925588,0.2902862621975195,0.2902862621975195,3870.8587865925588,2998.5,-24.50801348259529,0.006331415025390067,False,,True,True,True,False,False,3992.0,4163.0,4438.0,,,1.936397592126923,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,watchlist,research_only;no_real_money_recommendation,"computed from cached adjusted BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,BIL_cash_proxy,BIL Cash Proxy,benchmark_family,cash_treasury_proxy,cash_proxy,benchmark,completed,3000.0,True,False,stress,False,False,3868.922389000432,3868.922389000432,0.2896407963334773,0.2896407963334773,3868.922389000432,2997.0,-24.495753345813227,0.006331415025397268,False,,True,True,True,False,False,3997.0,4164.0,4440.0,,,1.936397592126923,reduced_horizon_validation,90,"30,60,180",False,False,True,runtime_control_2_to_3_hours,sampled_non_final,watchlist,watchlist,research_only;no_real_money_recommendation,"computed from cached adjusted BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable",passed,True,True,True,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable",,
20260602_235606,A_ETF_sector_momentum,A ETF Sector Momentum,exact_family,etf_sector_momentum,sector_momentum,tier2_credible_prototype,incomplete_evidence,3000.0,True,False,standard,False,False,,,,,,,,,,,,,,,,,,,,,,reduced_horizon_validation,90,"30,60,180",,False,True,runtime_control_2_to_3_hours,incomplete_evidence,incomplete_evidence,incomplete_evidence,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,not_applicable,False,False,False,False,0,exact fresh-window stream is not exposed in compact profit exploration; no summary-metric approximation used,,
