experiment_id,row_type,horizon,run_status,verdict,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,p95_stop_enforced_final_equity,worst_max_drawdown,risk_budget_usage,benchmark_id,balanced_drawdown_aware_score_v2,benchmark_balanced_drawdown_aware_score_v2,score_delta_vs_benchmark
global_multi_asset_tsmom_top2_v1,candidate_horizon,30.0,completed,research_sample_candidate_risk_budget_breach,0.325,0.2,0.025,0.025,0.0,0.0,3075.5343990985402,3507.85267402397,-345.0487881329809,0.5750813135549682,,,,
global_multi_asset_tsmom_top2_v1,candidate_horizon,60.0,completed,research_sample_candidate_risk_budget_breach,0.2564102564102564,0.2564102564102564,0.23076923076923078,0.0,0.0,0.0,3168.5600393357518,3434.4950361739225,-472.228184435206,0.7870469740586766,,,,
global_multi_asset_tsmom_top2_v1,candidate_horizon,90.0,completed,research_sample_candidate_risk_budget_breach,0.6410256410256411,0.3076923076923077,0.23076923076923078,0.0,0.0,0.0,3208.8072884043104,3462.3875382098668,-574.1186612854481,0.9568644354757467,,,,
global_multi_asset_tsmom_top2_v1,candidate_horizon,180.0,completed,research_sample_candidate_risk_budget_breach,0.7692307692307693,0.6410256410256411,0.5384615384615384,0.15384615384615385,0.0,0.05128205128205128,3558.2564370855685,3850.0029407144843,-602.5395057577057,1.0042325095961762,,,,
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-61.49733924949899,-117.27824891170644,55.78090966220745
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,asset_class_tsmom_top2_v1,-61.49733924949899,102.17251226795368,-163.66985151745268
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,SPY_200d_trend_model,-61.49733924949899,112.20772678563304,-173.70506603513203
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,GLD_buy_hold,-61.49733924949899,53.62478523279432,-115.12212448229332
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,BIL_cash_proxy,-61.49733924949899,-5.206750409679447,-56.29058883981955
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,commodity_basket_tsmom_top2_v1,-61.49733924949899,,
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,combo_plus_commodity_basket_80_20_v1,-61.49733924949899,,
global_multi_asset_tsmom_top2_v1,benchmark_comparison,,completed,research_sample_candidate_risk_budget_breach,,,,,,,,,,,combo_plus_crypto_spot_tsmom_90_10_v1,-61.49733924949899,,
global_multi_asset_tsmom_top2_defensive_50_v1,candidate_horizon,30.0,completed,watchlist,0.025,0.025,0.0,0.0,0.0,0.0,3045.2379496171357,3247.452706041622,-170.96610265712434,0.28494350442854055,,,,
global_multi_asset_tsmom_top2_defensive_50_v1,candidate_horizon,60.0,completed,watchlist,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,3086.514276834233,3218.0761240626293,-216.0429870841417,0.3600716451402362,,,,
global_multi_asset_tsmom_top2_defensive_50_v1,candidate_horizon,90.0,completed,watchlist,0.20512820512820512,0.02564102564102564,0.0,0.0,0.0,0.0,3110.4447097073344,3251.8147463353775,-263.28652384046745,0.43881087306744576,,,,
global_multi_asset_tsmom_top2_defensive_50_v1,candidate_horizon,180.0,completed,watchlist,0.5641025641025641,0.3076923076923077,0.0,0.0,0.0,0.0,3289.5597404754185,3446.019077151887,-305.6498188136893,0.5094163646894821,,,,
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-198.7602651665232,-117.27824891170644,-81.48201625481676
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,asset_class_tsmom_top2_v1,-198.7602651665232,102.17251226795368,-300.93277743447686
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,SPY_200d_trend_model,-198.7602651665232,112.20772678563304,-310.96799195215624
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,GLD_buy_hold,-198.7602651665232,53.62478523279432,-252.38505039931752
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,BIL_cash_proxy,-198.7602651665232,-5.206750409679447,-193.55351475684375
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,commodity_basket_tsmom_top2_v1,-198.7602651665232,,
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,combo_plus_commodity_basket_80_20_v1,-198.7602651665232,,
global_multi_asset_tsmom_top2_defensive_50_v1,benchmark_comparison,,completed,watchlist,,,,,,,,,,,combo_plus_crypto_spot_tsmom_90_10_v1,-198.7602651665232,,
combo_plus_global_multi_asset_80_20_v1,candidate_horizon,30.0,completed,watchlist,0.025,0.0,0.0,0.0,0.0,0.0,3040.914528697958,3296.823318252083,-184.62500303356865,0.3077083383892811,,,,
combo_plus_global_multi_asset_80_20_v1,candidate_horizon,60.0,completed,watchlist,0.1794871794871795,0.02564102564102564,0.0,0.0,0.0,0.0,3132.2421303373685,3355.14769683716,-373.7984389073217,0.6229973981788696,,,,
combo_plus_global_multi_asset_80_20_v1,candidate_horizon,90.0,completed,watchlist,0.3076923076923077,0.20512820512820512,0.0,0.0,0.0,0.0,3156.1697010479043,3406.1797660688376,-420.76300101953575,0.7012716683658929,,,,
combo_plus_global_multi_asset_80_20_v1,candidate_horizon,180.0,completed,watchlist,0.6153846153846154,0.5128205128205128,0.2564102564102564,0.02564102564102564,0.0,0.0,3360.067227395737,3663.1967557731796,-496.6031167468941,0.8276718612448235,,,,
