run_id,lane,strategy,portfolio_id,portfolio_role,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,average_portfolio_turnover,median_portfolio_turnover,unavailable_window_count,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,average_exposure,median_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,stop_enforced_metric_quality,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes,rolling_metric_quality,rolling_notes
20260601_040922,etf_validated_lane,current_no_cash_proxy_alpha_AB,,,existing_etf_summary,tier3_candidate_validation,1.0,1.0,standard,90,deterministic_stratified_sample,500,4541,False,False,0.186,0.186,0.048,0.048,0.0,0.0,0.0,3044.6855368332967,3044.6855368332967,3070.762834024583,-151.0928743684974,-341.37262661437035,0.592,0.336,0.0,0.098,0.022,,,,,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.5689543776906173,0.14895178944432247,0.11171384208324184,True,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.,sampled_existing_summary,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.
20260601_040922,etf_validated_lane,current_no_cash_proxy_alpha_AB,,,existing_etf_summary,tier3_candidate_validation,1.0,1.0,standard,180,deterministic_stratified_sample,500,4451,False,False,0.254,0.254,0.138,0.138,0.0,0.0,0.0,3090.122882435435,3090.122882435435,3091.571594081574,-184.06647101933663,-443.67370008246735,0.66,0.308,0.0,0.156,0.082,,,,,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.7394561668041123,0.300409608118116,0.225307206088587,True,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.,sampled_existing_summary,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.
20260601_040922,etf_validated_lane,current_no_cash_proxy_alpha_AB,,,existing_etf_summary,tier3_candidate_validation,1.0,1.0,stress,90,deterministic_stratified_sample,500,4541,False,False,0.156,0.156,0.052,0.052,0.0,0.0,0.0,3025.20759589318,3025.20759589318,3057.235020867985,-154.2438129178322,-340.7260525061538,0.558,0.37,0.0,0.064,0.02,,,,,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.567876754176923,0.08402531964393348,0.0630189897329501,True,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.,sampled_existing_summary,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.
20260601_040922,etf_validated_lane,current_no_cash_proxy_alpha_AB,,,existing_etf_summary,tier3_candidate_validation,1.0,1.0,stress,180,deterministic_stratified_sample,500,4451,False,False,0.226,0.226,0.124,0.124,0.0,0.0,0.0,3061.09370807771,3061.09370807771,3068.0422126691506,-187.8803858550109,-447.8604894568748,0.614,0.354,0.0,0.124,0.062,,,,,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,warning,0.7464341490947913,0.20364569359236612,0.15273427019427457,True,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.,sampled_existing_summary,Loaded from existing ETF independent rolling summary; not recomputed by compact challenge audit.
20260601_040922,etf_benchmark,SPY_buy_hold,,,benchmark,benchmark,1.0,1.0,standard,90,all_possible,4793,4793,True,True,0.31879824744418944,0.3150427707072814,0.15147089505528896,0.14959315668683495,0.06426037972042561,0.04882119757980388,0.06426037972042561,3156.2288646920265,3152.5499343907036,3112.9949832373936,-221.20842090935275,-1329.5804799262269,0.7356561652409764,0.26434383475902357,0.02587106196536616,0.22094721468808678,0.10723972459837262,,,0.0,-801.1575717527398,0.021489672438973505,0.008762779052785313,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.2159674665437112,0.5084997813023453,0.381374835976759,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_040922,etf_benchmark,SPY_buy_hold,,,benchmark,benchmark,1.0,1.0,standard,180,all_possible,4703,4703,True,True,0.6651073782691899,0.6425685732511163,0.48586008930469915,0.4714012332553689,0.15926004677865194,0.10099936210929195,0.15926004677865194,3308.765129147297,3293.381895322973,3214.411545950823,-328.42924234157454,-1572.233822713335,0.7261322560068042,0.27386774399319586,0.031681905166914735,0.49415266850946205,0.3504146289602382,,,0.0,-801.1575717527398,0.06123750797363385,0.00956836062088029,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.620389704522225,0.9779396510765764,0.7334547383074324,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_040922,etf_benchmark,SPY_buy_hold,,,benchmark,benchmark,1.0,1.0,standard,30,all_possible,4853,4853,True,True,0.0453327838450443,0.0453327838450443,0.01483618380383268,0.01483618380383268,0.018957345971563982,0.013805893261899856,0.018957345971563982,3060.473094126224,3060.3104252514827,3037.011256532155,-114.28945676509738,-1038.9222145998228,0.6696888522563363,0.3303111477436637,0.010921079744487945,0.030290541932825057,0.009684731094168555,,,0.0,-801.1575717527398,0.008860498660622296,0.00494539460127756,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.7315370243330381,0.2010347508382756,0.1507760631287067,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_040922,etf_benchmark,SPY_buy_hold,,,benchmark,benchmark,1.0,1.0,standard,60,all_possible,4823,4823,True,True,0.16483516483516483,0.1646278250051835,0.055152394775036286,0.055152394775036286,0.041675305826249225,0.03234501347708895,0.041675305826249225,3113.5238954059832,3112.260487487997,3074.4432110690373,-174.89368459068146,-1258.7595438343915,0.7250673854447439,0.2749326145552561,0.022185361808003318,0.11009744972009122,0.036284470246734396,,,0.0,-801.1575717527398,0.018660584698320548,0.008708272859216255,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.097932573057319,0.37420162495999043,0.2806512187199928,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_040922,etf_benchmark,SPY_buy_hold,,,benchmark,benchmark,1.0,1.0,stress,90,all_possible,4793,4793,True,True,0.31650323388274565,0.3131650323388275,0.1487586063008554,0.14688086793240143,0.06426037972042561,0.04902983517629877,0.06426037972042561,3154.6590230588235,3150.974831186248,3111.415187367163,-221.12614217003056,-1328.929268823561,0.7323179636970583,0.2676820363029418,0.026288337158355934,0.21865220112664302,0.1057792614229084,,,0.0,-802.2620828345111,0.02169831003546839,0.008762779052785313,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.2148821147059348,0.5032494372874938,0.37743707796562037,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_040922,etf_benchmark,SPY_buy_hold,,,benchmark,benchmark,1.0,1.0,stress,180,all_possible,4703,4703,True,True,0.6648947480331703,0.6423559430150968,0.48394641718052306,0.46948756113119283,0.15926004677865194,0.1012119923453115,0.15926004677865194,3307.10340436165,3291.7338536237016,3212.780610862734,-328.26630314638896,-1571.474610522894,0.7254943652987454,0.2745056347012545,0.03231979587497342,0.49138847544120773,0.34765043589198386,,,0.0,-802.2620828345111,0.060812247501594724,0.00956836062088029,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.61912435087149,0.9724461787456721,0.7293346340592541,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
