lane,strategy,role,leverage_multiplier,exposure_multiplier,standard_or_stress,unconditional_final_equity,stop_enforced_final_equity,stop_enforced_penalty,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_before_stop,target_400_before_stop,max_drawdown_dollars,max_drawdown_pct,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,result_interpretation
independent_family_challenge,SPY_200d_trend_model,leading_practical_etf_candidate,1.0,1.0,standard,14440.403682680057,2966.663066194596,11473.74061648546,False,True,True,2010-06-22,trailing_drawdown,2966.663066194596,-32.261452325544724,-0.01075767400156659,True,True,-2031.3188369707868,-0.2145300486335285,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,3.3855313949513115,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,SPY_200d_trend_model,leading_practical_etf_candidate,1.0,1.0,stress,12992.590697243422,2903.4862307113303,10089.104466532091,False,True,True,2010-06-22,trailing_drawdown,2903.4862307113303,-40.06125810002277,-0.013609856220189634,True,True,-2043.994597379662,-0.22314703608429534,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,3.4066576622994367,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,SPY_buy_hold,aggressive_equity_benchmark,1.0,1.0,standard,22883.48304840306,2752.9007161024706,20130.58233230059,True,True,True,2008-07-02,trailing_drawdown,2752.9007161024706,-9.491343024630169,-0.003435914534025042,True,False,-3427.702294326209,-0.551894317086492,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,5.712837157210348,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,SPY_buy_hold,aggressive_equity_benchmark,1.0,1.0,stress,22872.05983191051,2751.526494320048,20120.53333759046,True,True,True,2008-07-02,trailing_drawdown,2751.526494320048,-9.187090759054172,-0.0033277956861254535,True,False,-3425.991218031686,-0.5518943170864918,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,5.709985363386143,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,BIL_cash_proxy,defensive_benchmark,1.0,1.0,standard,3870.8587865925588,3870.8587865925588,0.0,False,False,False,,,,0.0,0.0,True,True,-24.50801348259529,-0.007800799339387976,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,normal,0.04084668913765881,2.902862621975196,2.1771469664813967,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,No selected project stop hit in this summary.
independent_family_challenge,BIL_cash_proxy,defensive_benchmark,1.0,1.0,stress,3868.922389000432,3868.922389000432,0.0,False,False,False,,,,0.0,0.0,True,True,-24.495753345813227,-0.007800799339396774,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,normal,0.04082625557635538,2.896407963334773,2.17230597250108,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,No selected project stop hit in this summary.
independent_family_challenge,IEF_buy_hold,bond_defensive_benchmark,1.0,1.0,standard,5603.538024058889,5662.46251372709,-58.924489668200295,False,True,True,2022-03-14,trailing_drawdown,5662.46251372709,-35.81455739726607,-0.0062851554865160884,True,True,-1506.8469366203026,-0.23924748301860643,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,2.5114115610338374,8.874875045756966,6.656156284317724,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,IEF_buy_hold,bond_defensive_benchmark,1.0,1.0,stress,5600.744994525092,5659.640113849184,-58.895119324091866,False,True,True,2022-03-14,trailing_drawdown,5659.640113849184,-35.49764175767632,-0.006232973332862565,True,True,-1506.0958632843422,-0.2392474830186067,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,2.5101597721405704,8.865467046163946,6.64910028462296,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,GLD_buy_hold,gold_defensive_benchmark,1.0,1.0,standard,20082.33680300823,4131.341801422975,15950.995001585256,False,True,True,2008-04-29,trailing_drawdown,4131.341801422975,-43.220260563382,-0.010353244225770778,True,True,-4586.3133139167585,-0.4555501273425687,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,7.643855523194597,3.771139338076582,2.8283545035574367,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,satellite,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
independent_family_challenge,GLD_buy_hold,gold_defensive_benchmark,1.0,1.0,stress,20072.187898268723,4129.253966984177,15942.933931284546,False,True,True,2008-04-29,trailing_drawdown,4129.253966984177,-42.89519972932794,-0.010281319774364023,True,True,-4583.995552921868,-0.4555501273425698,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,7.639992588203113,3.764179889947257,2.8231349174604428,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,satellite,False,final_validation_completed_false;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
