strategy,slippage_label,horizon,start_date,end_date,credibility_tier,final_validation,candidate_validation,paper_forward_ready,sampled_results_are_final,rolling_method,possible_window_count,final_equity,total_return,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,number_of_rebalances,target_300_hit,target_300_before_stop,target_300_first_date,time_to_target_300_days,target_400_hit,target_400_before_stop,target_400_first_date,time_to_target_400_days,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date
crypto_buy_hold_equal_weight,standard,30,2018-01-01,2018-01-30,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,3000.0,0.0,3000.0,3000.0,0.0,0.0,0,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-01-11,2018-02-09,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2466.8780129473394,-0.1777073290175536,3000.0,1955.4625884879986,-1044.5374115120014,-0.3481791371706671,1,False,False,,,False,False,,,True,True,True,2018-02-04
crypto_buy_hold_equal_weight,standard,30,2018-01-16,2018-02-14,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2629.146859753289,-0.12361771341557037,3000.0,1955.4625884879986,-1044.5374115120014,-0.3481791371706671,1,False,False,,,False,False,,,True,True,True,2018-02-04
crypto_buy_hold_equal_weight,standard,30,2018-01-17,2018-02-15,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2741.251081428434,-0.08624963952385523,3000.0,1955.4625884879986,-1044.5374115120014,-0.3481791371706671,1,False,False,,,False,False,,,True,True,True,2018-02-04
crypto_buy_hold_equal_weight,standard,30,2018-01-21,2018-02-19,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2892.5870425370467,-0.03580431915431781,3000.0,1955.4625884879986,-1044.5374115120014,-0.3481791371706671,1,False,False,,,False,False,,,True,True,True,2018-02-04
crypto_buy_hold_equal_weight,standard,30,2018-01-22,2018-02-20,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2841.2647032555146,-0.05291176558149513,3000.0,1955.4625884879986,-1044.5374115120014,-0.3481791371706671,1,False,False,,,False,False,,,True,True,True,2018-02-04
crypto_buy_hold_equal_weight,standard,30,2018-02-07,2018-03-08,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2587.36111140836,-0.13754629619721326,3176.0572013111755,2587.36111140836,-588.6960899028154,-0.1853543726038005,1,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-02-09,2018-03-10,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2482.1959461505944,-0.17260135128313525,3176.0572013111755,2482.1959461505944,-693.8612551605811,-0.21846623381787125,1,False,False,,,False,False,,,False,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-02-12,2018-03-13,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2535.3109495044196,-0.15489635016519343,3176.0572013111755,2482.1959461505944,-693.8612551605811,-0.21846623381787125,1,False,False,,,False,False,,,False,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-02-13,2018-03-14,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2267.3373095309375,-0.24422089682302084,3176.0572013111755,2267.3373095309375,-908.719891780238,-0.2861157196429239,1,False,False,,,False,False,,,True,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-02-14,2018-03-15,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2266.0814314035047,-0.2446395228654984,3176.0572013111755,2266.0814314035047,-909.9757699076708,-0.2865111401431953,1,False,False,,,False,False,,,True,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-02-16,2018-03-17,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2104.841443544139,-0.29838618548528695,3176.0572013111755,2104.841443544139,-1071.2157577670364,-0.33727848394065607,1,False,False,,,False,False,,,True,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-02-17,2018-03-18,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2118.714243065739,-0.293761918978087,3176.0572013111755,2104.841443544139,-1071.2157577670364,-0.33727848394065607,1,False,False,,,False,False,,,True,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-02-18,2018-03-19,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2206.701485465637,-0.264432838178121,3176.0572013111755,2104.841443544139,-1071.2157577670364,-0.33727848394065607,1,False,False,,,False,False,,,True,True,True,2018-03-10
crypto_buy_hold_equal_weight,standard,30,2018-03-03,2018-04-01,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2905.4355200686314,-0.03152149331045617,3000.0,2905.4355200686314,-94.56447993136862,-0.03152149331045621,1,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-03-16,2018-04-14,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,3609.114453503621,0.2030381511678736,3609.114453503621,2826.0347385034866,-352.2901918877237,-0.11084146511236703,1,True,True,2018-04-12,27,True,True,2018-04-12,27,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-04-06,2018-05-05,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,3419.326006743559,0.13977533558118638,3419.326006743559,2985.53046143877,-14.46953856122991,-0.00482317952040997,1,True,True,2018-05-03,27,True,True,2018-05-05,29,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-04-22,2018-05-21,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2926.0828662598014,-0.02463904458006616,3419.326006743559,2813.960279779258,-605.3657269643008,-0.17704241296980894,1,True,True,2018-05-03,11,True,True,2018-05-05,13,False,True,True,2018-05-17
crypto_buy_hold_equal_weight,standard,30,2018-05-22,2018-06-20,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2747.851226096084,-0.0840495913013054,3147.6542110771493,2509.062360439483,-638.5918506376661,-0.2028786543294206,1,False,False,,,False,False,,,False,True,True,2018-06-13
crypto_buy_hold_equal_weight,standard,30,2018-05-29,2018-06-27,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2379.9803182087026,-0.2066732272637658,3147.6542110771493,2341.8313522142444,-805.8228588629049,-0.2560074280164169,1,False,False,,,False,False,,,True,True,True,2018-06-13
crypto_buy_hold_equal_weight,standard,30,2018-07-05,2018-08-03,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2876.7944022993124,-0.04106853256689591,3000.0,2876.7944022993124,-123.20559770068758,-0.04106853256689586,1,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-07-07,2018-08-05,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2779.3014218623834,-0.07356619271253884,3000.0,2761.241734059804,-238.758265940196,-0.079586088646732,1,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-08-11,2018-09-09,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2372.751287252188,-0.20908290424927067,3107.5855719512265,2364.665537794425,-742.9200341568016,-0.23906663773391396,1,False,False,,,False,False,,,True,True,True,2018-09-08
crypto_buy_hold_equal_weight,standard,30,2018-08-22,2018-09-20,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2587.083688677079,-0.13763877044097372,3107.5855719512265,2299.7824103915746,-807.8031615596519,-0.25994558890053,1,False,False,,,False,False,,,True,True,True,2018-09-08
crypto_buy_hold_equal_weight,standard,30,2018-09-17,2018-10-16,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2847.250219992858,-0.05091659333571397,3000.0,2632.5829340641963,-367.41706593580375,-0.12247235531193458,1,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-10-07,2018-11-05,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,3109.9195478815773,0.036639849293859106,3109.9195478815773,3000.0,-9.863759573141124,-0.003246215799989781,1,False,False,,,False,False,,,False,False,False,
crypto_buy_hold_equal_weight,standard,30,2018-10-24,2018-11-22,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,1998.2246082652773,-0.3339251305782409,3197.3500210104617,1998.2246082652773,-1199.1254127451843,-0.37503726675699506,1,False,False,,,False,False,,,True,True,True,2018-11-19
crypto_buy_hold_equal_weight,standard,30,2018-11-10,2018-12-09,Tier 1 exploratory screen,False,False,False,False,deterministic_stratified_sample,3043,2608.3709934444014,-0.13054300218519954,3143.1310303894893,2512.2637199070914,-630.8673104823979,-0.20071301653759638,1,False,False,,,False,False,,,False,True,True,2018-12-06
