experiment_id,horizon,standard_or_stress,rolling_method,number_of_windows,possible_window_count,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,p25_stop_enforced_final_equity,p75_stop_enforced_final_equity,p90_stop_enforced_final_equity,p95_stop_enforced_final_equity,max_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,expected_profit_dollars,expected_profit_pct,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,reduced_validation,reduced_validation_reason,evidence_finality,notes,window_start_equity_min,window_start_equity_max,window_start_equity_violation_count,high_water_start_violation_count,target_state_start_violation_count,stop_state_start_violation_count,reference_check_available,reference_median_abs_error,reference_max_abs_error,reference_error_status,accounting_integrity_status
combo_SPY200d_GLD_50_50_v1,90,standard,all_possible,4793,4793,0.20905487168787815,0.091591904861256,0.011475067807218861,0.0,0.0,0.0,3107.8566309792723,3107.3982923991525,2985.2927927997116,3211.1051493475934,3333.817128023766,3414.348922667187,3732.5824700693183,-164.95551388892136,-452.23325128125634,107.39829239915252,0.03579943079971759,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared fixed monthly combination account using window-local sleeve returns,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
combo_SPY200d_GLD_50_50_v1,180,standard,all_possible,4703,4703,0.4805443334042101,0.31511800978099086,0.12651499043163938,0.022964065490112696,0.0019136721241760578,0.0,3195.2730862913368,3219.429246039787,3021.704938069552,3389.8371205891945,3601.4029767603574,3722.6463913934017,4256.778845064813,-214.11579592674343,-516.4880133929437,219.4292460397869,0.07314308201326236,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared fixed monthly combination account using window-local sleeve returns,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
combo_SPY200d_GLD_50_50_v1,90,stress,all_possible,4793,4793,0.20759440851241392,0.09096599207177133,0.011475067807218861,0.0,0.0,0.0,3105.2271336259973,3104.4611111154077,2982.0092270740934,3207.654094165326,3332.9990623026983,3414.0369045882044,3732.5824700693183,-166.29556163712277,-456.8636620023599,104.46111111540768,0.034820370371802634,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared fixed monthly combination account using window-local sleeve returns,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
combo_SPY200d_GLD_50_50_v1,180,stress,all_possible,4703,4703,0.47012545183925153,0.3089517329364236,0.12545183925154157,0.021900914310014886,0.0019136721241760578,0.0,3189.6753746760155,3213.2727528935106,3015.7368435997005,3382.4512261916907,3598.9839809537075,3720.2655009111354,4254.660900216264,-215.7882158602829,-521.7912039142398,213.27275289351064,0.07109091763117026,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared fixed monthly combination account using window-local sleeve returns,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top2_v1,90,standard,all_possible,4793,4793,0.21531399958272482,0.09409555601919466,0.0089714166492802,0.0,0.0,0.0,3098.025664965221,3098.0229294651285,2999.764895479957,3207.832133799033,3329.0545745255586,3396.0089135649014,3732.582470069317,-149.4743074107787,-579.6583437882568,98.02292946512853,0.03267430982170949,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top2_v1,180,standard,all_possible,4703,4703,0.468424409951095,0.3217095470975973,0.12311290665532638,0.019987242185838826,0.0,0.013183074633212843,3199.7544901350902,3198.724723755823,3044.453432186074,3375.7859470718827,3551.151519442178,3670.230220852619,4117.741087445804,-209.52540047228968,-655.4062847615482,198.7247237558231,0.06624157458527447,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top2_v1,90,stress,all_possible,4793,4793,0.2115585228458168,0.09346964322970999,0.0089714166492802,0.0,0.0,0.0,3095.4498641541154,3095.875081917287,2997.2063966343794,3206.1429805871194,3326.8275834071324,3395.5116645365533,3732.582470069317,-149.74339708481511,-580.7471957454263,95.87508191728693,0.03195836063909563,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_top2_v1,180,stress,all_possible,4703,4703,0.46204550287050816,0.3185200935573039,0.11992345311503295,0.019987242185838826,0.0,0.016372528173506273,3196.4080855507923,3194.068588026799,3040.179784248762,3372.4212800973983,3549.449667072007,3666.439734605015,4115.694752292757,-209.40019671647497,-656.8621214562172,194.0685880267988,0.06468952934226624,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM top-2 SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,90,standard,all_possible,4793,4793,0.1487586063008554,0.05236803672021698,0.0035468391404131026,0.0,0.0,0.0,3096.205545121396,3089.8265551128075,3007.838588000981,3194.1601580124384,3282.7273260431425,3343.259477131304,3732.582470069317,-130.3660137479278,-563.5462987216501,89.82655511280745,0.029942185037602487,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,180,standard,all_possible,4703,4703,0.4346162024239847,0.28088454178184136,0.06272591962577079,0.0,0.0,0.013183074633212843,3195.5076784423736,3182.3585989957783,3064.020330721839,3347.5142341390574,3472.5767960876256,3551.06764717509,3873.8423174916206,-198.21272878346417,-655.4062847615482,182.35859899577827,0.060786199665259444,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,90,stress,all_possible,4793,4793,0.14229084080951387,0.05174212393073232,0.0035468391404131026,0.0,0.0,0.0,3094.1174028508344,3087.5316029144387,3005.800432876577,3192.073742072129,3279.2583940238774,3341.3912774355986,3732.582470069317,-130.73588732356666,-567.5697539987145,87.53160291443874,0.02917720097147969,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,180,stress,all_possible,4703,4703,0.4278120348713587,0.2753561556453328,0.05996172655751648,0.0,0.0,0.016372528173506273,3191.7711363087724,3177.371306043936,3059.387952906095,3342.9289802198928,3467.859664896173,3546.5506185121253,3866.717592907476,-199.50189591183243,-656.8621214562172,177.37130604393587,0.05912376868131197,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,90,standard,all_possible,4793,4793,0.24160233674108075,0.09993740872105153,0.009597329438764865,0.0,0.0,0.004590027122887545,3097.118912896926,3092.713297365192,2965.744503339167,3246.341244301121,3362.179226071441,3418.4104729383275,3772.9996634819345,-167.1019444500007,-661.8210168898618,92.71329736519192,0.030904432455064024,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,180,standard,all_possible,4703,4703,0.540293429725707,0.38507335743142673,0.12821603231979586,0.01275781416117372,0.0,0.04890495428449926,3193.776874859939,3188.6606437064124,2920.8361825084853,3436.0004482343575,3592.810219341358,3720.9419874658265,4057.2142355759324,-249.12200177759087,-743.3993125339434,188.66064370641243,0.06288688123547082,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,90,stress,all_possible,4793,4793,0.24035051116211142,0.09931149593156686,0.005633215105361986,0.0,0.0,0.011475067807218861,3094.0215217708055,3087.3725793498165,2956.960154879948,3245.3766579200765,3360.33813310794,3417.0440742447076,3772.9996634819345,-169.06511425766303,-688.4312852390763,87.37257934981653,0.029124193116605523,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,180,stress,all_possible,4703,4703,0.5328513714650224,0.3823091643631724,0.12736551137571764,0.010844142036997661,0.0,0.05485860089304699,3182.8143778731946,3177.0527834406425,2898.9751674813906,3432.732394190153,3591.131250786322,3719.4606976033456,4057.2142355759324,-256.92880208885754,-773.2592906014279,177.05278344064254,0.059017594480214264,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
GLD_buy_hold,90,standard,all_possible,4793,4793,0.4222824953056541,0.2812434800751095,0.12518255789693303,0.026914249947840602,0.001669100771959107,0.05174212393073232,3109.697583031085,3113.9497893854727,2906.4572875262106,3296.7656101986636,3503.51730799143,3646.149376636757,4374.314596126594,-252.93179922591116,-879.0905172640373,113.94978938547274,0.037983263128490874,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,7.275957614183426e-12,passed,passed
GLD_buy_hold,180,standard,all_possible,4703,4703,0.6030193493514778,0.5039336593663619,0.33680629385498617,0.1431001488411652,0.05889857537741867,0.16819051669147353,3168.688840279068,3224.640605406643,2856.843484364726,3573.895890738842,3828.310702370824,4061.004586699424,4975.619506114468,-403.71663834271476,-990.2213312607901,224.64060540664286,0.07488020180221433,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,1.0913936421275139e-11,passed,passed
GLD_buy_hold,90,stress,all_possible,4793,4793,0.4222824953056541,0.2812434800751095,0.12518255789693303,0.026914249947840602,0.001669100771959107,0.05174212393073232,3109.697583031085,3113.9497893854727,2906.4572875262106,3296.7656101986636,3503.51730799143,3646.149376636757,4374.314596126594,-252.93179922591116,-879.0905172640373,113.94978938547274,0.037983263128490874,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,7.275957614183426e-12,passed,passed
GLD_buy_hold,180,stress,all_possible,4703,4703,0.6030193493514778,0.5039336593663619,0.33680629385498617,0.1431001488411652,0.05889857537741867,0.16819051669147353,3168.688840279068,3224.640605406643,2856.843484364726,3573.895890738842,3828.310702370824,4061.004586699424,4975.619506114468,-403.71663834271476,-990.2213312607901,224.64060540664286,0.07488020180221433,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,1.0913936421275139e-11,passed,passed
SPY_buy_hold,90,standard,all_possible,4793,4793,0.3194241602336741,0.15167953265178385,0.03359065303567703,0.004798664719382432,0.0006259127894846651,0.06426037972042561,3154.111188665688,3114.551523030129,2986.680542428132,3283.182185659632,3407.968468233732,3503.0629092178915,4394.044194645852,-221.11653467035876,-1330.2316910288912,114.55152303012892,0.03818384101004302,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,7.73070496506989e-12,passed,passed
SPY_buy_hold,180,standard,all_possible,4703,4703,0.6446948756113119,0.47416542632362324,0.18031044014458855,0.04039974484371678,0.009355730384860728,0.16011056772273016,3294.9286614633015,3215.5681262979524,2945.513228684137,3488.5081412884056,3668.385620119873,3810.8490674191694,5018.587154672328,-328.5921815367615,-1572.9930349037752,215.5681262979524,0.07185604209931751,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,1.1368683772161603e-11,passed,passed
SPY_buy_hold,90,stress,all_possible,4793,4793,0.3194241602336741,0.15167953265178385,0.03359065303567703,0.004798664719382432,0.0006259127894846651,0.06426037972042561,3154.111188665688,3114.551523030129,2986.680542428132,3283.182185659632,3407.968468233732,3503.0629092178915,4394.044194645852,-221.11653467035876,-1330.2316910288912,114.55152303012892,0.03818384101004302,finalist_reduced_90_180,"90,180","30,60",True,False,True,runtime_control_2_to_3_hours,exact_selected_horizons,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,7.73070496506989e-12,passed,passed
