experiment_id,horizon,standard_or_stress,rolling_method,number_of_windows,possible_window_count,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,p25_stop_enforced_final_equity,p75_stop_enforced_final_equity,p90_stop_enforced_final_equity,p95_stop_enforced_final_equity,max_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,expected_profit_dollars,expected_profit_pct,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,evidence_finality,notes,window_start_equity_min,window_start_equity_max,window_start_equity_violation_count,high_water_start_violation_count,target_state_start_violation_count,stop_state_start_violation_count,reference_check_available,reference_median_abs_error,reference_max_abs_error,reference_error_status,accounting_integrity_status
SPY_200d_trend_model,30,standard,deterministic_stratified_sample,40,4853,0.05,0.0,0.0,0.0,0.0,0.0,3044.774148358952,3059.8010448706127,3000.347147614617,3142.0961218157704,3227.9616849267472,3261.0604229541723,3279.3098049248333,-57.79646096897136,-241.62846092684777,59.801044870612714,0.01993368162353759,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,60,standard,deterministic_stratified_sample,40,4823,0.025,0.0,0.0,0.0,0.0,0.0,3019.4301476776163,3067.2458297525304,3007.44651183504,3198.6830152164753,3252.579191820236,3279.4531796048705,3337.0598939926276,-81.43225668633409,-525.3043186051846,67.24582975253043,0.022415276584176747,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,90,standard,deterministic_stratified_sample,40,4793,0.2,0.05,0.0,0.0,0.0,0.0,3081.0272961112432,3083.1171274394173,3004.5965668828744,3211.167428376528,3244.7365916994218,3350.0873501243113,3437.5538929051827,-184.07992228078797,-590.6927129967235,83.11712743941735,0.027705709146472524,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,180,standard,deterministic_stratified_sample,40,4703,0.575,0.2,0.05,0.0,0.0,0.025,3208.388418445101,3181.6260292917677,3021.0435032308587,3337.6080833777887,3467.7200430453327,3538.9271258887525,3614.696199558636,-214.97134333651934,-759.1803745546249,181.62602929176774,0.060542009763922655,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,30,stress,deterministic_stratified_sample,40,4853,0.05,0.0,0.0,0.0,0.0,0.0,3044.774148358952,3058.877918231557,3000.347147614617,3142.0961218157704,3227.9616849267472,3260.897463874237,3279.3098049248333,-57.79646096897136,-250.04267377514316,58.87791823155703,0.01962597274385236,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,60,stress,deterministic_stratified_sample,40,4823,0.025,0.0,0.0,0.0,0.0,0.0,3019.4301476776163,3063.944456859788,3007.44651183504,3197.356367905311,3249.669419950572,3279.292699255371,3337.0598939926276,-81.39212031208149,-538.5953760802408,63.944456859787806,0.021314818953262593,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,90,stress,deterministic_stratified_sample,40,4793,0.2,0.05,0.0,0.0,0.0,0.025,3077.9373018155256,3078.3460042177567,3004.5965668828744,3210.7127861729386,3244.7365916994218,3349.919218021069,3434.194307501698,-185.48602483583477,-609.0517347630871,78.34600421775667,0.026115334739252205,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_200d_trend_model,180,stress,deterministic_stratified_sample,40,4703,0.575,0.2,0.05,0.0,0.0,0.025,3206.824784279067,3174.4047015414326,3019.5352314510533,3335.9384630062696,3467.7200430453327,3538.7499091295117,3611.163489681669,-215.37343099577492,-788.1028045610115,174.4047015414326,0.05813490051381076,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY/BIL prices,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
SPY_buy_hold,30,standard,deterministic_stratified_sample,40,4853,0.05,0.025,0.0,0.0,0.0,0.15,3068.220015337528,2986.528017217378,2919.4281066912176,3142.0961218157704,3227.9616849267472,3261.2896665562744,3361.4729099888345,-86.26031480912911,-804.4681195091712,-13.471982782622035,-0.004490660927540691,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
SPY_buy_hold,60,standard,deterministic_stratified_sample,40,4823,0.15,0.025,0.0,0.0,0.0,0.175,3046.3885994572584,2998.700956930802,2837.0234561504394,3247.246399207173,3320.1620157515076,3337.578015997039,3403.4465672700367,-226.01054171872943,-1076.7247827753226,-1.2990430691979782,-0.0004330143563993083,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.092726157978177e-12,passed,passed
SPY_buy_hold,90,standard,deterministic_stratified_sample,40,4793,0.275,0.1,0.025,0.0,0.0,0.2,3133.0015674189162,3027.484875651854,2857.500783745937,3245.255458015655,3348.604499521538,3495.7196940117497,3610.79219237806,-274.4680887791337,-1315.862572035317,27.484875651854054,0.009161625217284586,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.4569682106375694e-12,passed,passed
SPY_buy_hold,180,standard,deterministic_stratified_sample,40,4703,0.65,0.4,0.075,0.0,0.0,0.25,3270.1897627806566,3117.719950784255,2829.0790674554405,3461.761742142565,3502.3407896334243,3544.3881448556645,3731.103455018802,-341.7867517474692,-1453.5435514552307,117.71995078425516,0.03923998359475167,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,7.73070496506989e-12,passed,passed
SPY_buy_hold,30,stress,deterministic_stratified_sample,40,4853,0.05,0.025,0.0,0.0,0.0,0.15,3068.220015337528,2986.528017217378,2919.4281066912176,3142.0961218157704,3227.9616849267472,3261.2896665562744,3361.4729099888345,-86.26031480912911,-804.4681195091712,-13.471982782622035,-0.004490660927540691,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
SPY_buy_hold,60,stress,deterministic_stratified_sample,40,4823,0.15,0.025,0.0,0.0,0.0,0.175,3046.3885994572584,2998.700956930802,2837.0234561504394,3247.246399207173,3320.1620157515076,3337.578015997039,3403.4465672700367,-226.01054171872943,-1076.7247827753226,-1.2990430691979782,-0.0004330143563993083,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,4.092726157978177e-12,passed,passed
SPY_buy_hold,90,stress,deterministic_stratified_sample,40,4793,0.275,0.1,0.025,0.0,0.0,0.2,3133.0015674189162,3027.484875651854,2857.500783745937,3245.255458015655,3348.604499521538,3495.7196940117497,3610.79219237806,-274.4680887791337,-1315.862572035317,27.484875651854054,0.009161625217284586,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.4569682106375694e-12,passed,passed
SPY_buy_hold,180,stress,deterministic_stratified_sample,40,4703,0.65,0.4,0.075,0.0,0.0,0.25,3270.1897627806566,3117.719950784255,2829.0790674554405,3461.761742142565,3502.3407896334243,3544.3881448556645,3731.103455018802,-341.7867517474692,-1453.5435514552307,117.71995078425516,0.03923998359475167,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted SPY prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,7.73070496506989e-12,passed,passed
GLD_buy_hold,30,standard,deterministic_stratified_sample,40,4853,0.125,0.1,0.0,0.0,0.0,0.0,2979.9888713437495,3026.1025873311564,2880.1085818598785,3126.489086247726,3333.418576606367,3402.583791511304,3520.4668979658654,-213.34813841014852,-584.4892875800592,26.10258733115643,0.008700862443718815,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
GLD_buy_hold,60,standard,deterministic_stratified_sample,40,4823,0.25,0.2,0.125,0.0,0.0,0.05,3017.7452351900074,3034.8815275880306,2797.5489793975275,3173.1007184934006,3610.12696023427,3661.7492011713684,3776.371389061678,-269.936577531289,-762.3815600743019,34.88152758803062,0.01162717586267692,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,6.821210263296962e-13,4.092726157978177e-12,passed,passed
GLD_buy_hold,90,standard,deterministic_stratified_sample,40,4793,0.475,0.325,0.15,0.15,0.0,0.2,3074.219478192749,3109.8056118240615,2871.9567463094554,3207.6401208396546,3681.3000636849038,3716.464996043193,3852.320886546392,-321.45375389016067,-842.6148956076154,109.80561182406154,0.03660187060802045,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.002220859751105e-12,passed,passed
GLD_buy_hold,180,standard,deterministic_stratified_sample,40,4703,0.55,0.55,0.475,0.375,0.175,0.225,3480.6281608061045,3338.6167683282315,2901.865909449861,3827.272567604714,3916.91891561869,3948.7187521995183,4296.2152226294365,-416.68802437019804,-874.774053715942,338.6167683282315,0.11287225610941043,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,6.366462912410498e-12,passed,passed
GLD_buy_hold,30,stress,deterministic_stratified_sample,40,4853,0.125,0.1,0.0,0.0,0.0,0.0,2979.9888713437495,3026.1025873311564,2880.1085818598785,3126.489086247726,3333.418576606367,3402.583791511304,3520.4668979658654,-213.34813841014852,-584.4892875800592,26.10258733115643,0.008700862443718815,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
GLD_buy_hold,60,stress,deterministic_stratified_sample,40,4823,0.25,0.2,0.125,0.0,0.0,0.05,3017.7452351900074,3034.8815275880306,2797.5489793975275,3173.1007184934006,3610.12696023427,3661.7492011713684,3776.371389061678,-269.936577531289,-762.3815600743019,34.88152758803062,0.01162717586267692,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,6.821210263296962e-13,4.092726157978177e-12,passed,passed
GLD_buy_hold,90,stress,deterministic_stratified_sample,40,4793,0.475,0.325,0.15,0.15,0.0,0.2,3074.219478192749,3109.8056118240615,2871.9567463094554,3207.6401208396546,3681.3000636849038,3716.464996043193,3852.320886546392,-321.45375389016067,-842.6148956076154,109.80561182406154,0.03660187060802045,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.002220859751105e-12,passed,passed
GLD_buy_hold,180,stress,deterministic_stratified_sample,40,4703,0.55,0.55,0.475,0.375,0.175,0.225,3480.6281608061045,3338.6167683282315,2901.865909449861,3827.272567604714,3916.91891561869,3948.7187521995183,4296.2152226294365,-416.68802437019804,-874.774053715942,338.6167683282315,0.11287225610941043,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted GLD prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,6.366462912410498e-12,passed,passed
BIL_cash_proxy,30,standard,deterministic_stratified_sample,40,4853,0.0,0.0,0.0,0.0,0.0,0.0,3002.9822158936704,3005.243828065472,3000.00069942265,3008.3379440182916,3020.458985777507,3021.4989458655236,3025.9913632664243,-9.474433868072083,-18.988437632285695,5.2438280654719165,0.0017479426884905447,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
BIL_cash_proxy,60,standard,deterministic_stratified_sample,40,4823,0.0,0.0,0.0,0.0,0.0,0.0,3009.9039004597826,3011.418824015339,3001.1456649937445,3017.6223109466237,3033.49437036854,3033.7237717832936,3044.148574781299,-9.49237669297213,-21.43927548544525,11.418824015338942,0.0038062746717797413,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
BIL_cash_proxy,90,standard,deterministic_stratified_sample,40,4793,0.0,0.0,0.0,0.0,0.0,0.0,3012.8551606287024,3015.142623277058,3002.101159136845,3023.7291825157486,3038.9029045895136,3046.264533040207,3063.2127591619837,-9.51952003937049,-21.479484854517068,15.142623277058192,0.005047541092352725,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.002220859751105e-12,passed,passed
BIL_cash_proxy,180,standard,deterministic_stratified_sample,40,4703,0.0,0.0,0.0,0.0,0.0,0.0,3023.2356636907034,3031.8929630827874,3003.618712625931,3050.608816661012,3087.8226267715495,3088.1260037386523,3119.9762596773326,-10.132040325452863,-22.74109238790561,31.892963082787446,0.010630987694262517,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,6.821210263296962e-12,passed,passed
BIL_cash_proxy,30,stress,deterministic_stratified_sample,40,4853,0.0,0.0,0.0,0.0,0.0,0.0,3002.9822158936704,3005.243828065472,3000.00069942265,3008.3379440182916,3020.458985777507,3021.4989458655236,3025.9913632664243,-9.474433868072083,-18.988437632285695,5.2438280654719165,0.0017479426884905447,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
BIL_cash_proxy,60,stress,deterministic_stratified_sample,40,4823,0.0,0.0,0.0,0.0,0.0,0.0,3009.9039004597826,3011.381147927657,3001.1456649937445,3017.6223109466237,3033.49437036854,3033.7237717832936,3044.148574781299,-9.49237669297213,-21.43927548544525,11.381147927656912,0.0037937159758856254,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,4.547473508864641e-13,3.183231456205249e-12,passed,passed
BIL_cash_proxy,90,stress,deterministic_stratified_sample,40,4793,0.0,0.0,0.0,0.0,0.0,0.0,3012.8551606287024,3015.104825449146,3002.101159136845,3023.7291825157486,3038.9029045895136,3046.264533040207,3063.2127591619837,-9.51952003937049,-21.479484854517068,15.10482544914612,0.005034941816381977,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,9.094947017729282e-13,5.002220859751105e-12,passed,passed
BIL_cash_proxy,180,stress,deterministic_stratified_sample,40,4703,0.0,0.0,0.0,0.0,0.0,0.0,3023.2356636907034,3031.8165517585267,3003.618712625931,3050.2253431788617,3087.8226267715495,3088.1260037386523,3119.9762596773326,-10.132040325452863,-22.74109238790561,31.816551758526657,0.010605517252842311,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,computed from cached adjusted BIL prices,3000.0,3000.0,0,0,0,0,True,1.3642420526593924e-12,6.821210263296962e-12,passed,passed
asset_class_tsmom_equal_weight_v1,30,standard,deterministic_stratified_sample,40,4853,0.1,0.0,0.0,0.0,0.0,0.0,3006.0881641099113,3032.6137784653038,2967.90089279324,3099.3730080690957,3276.284721618538,3325.957674951018,3345.6270840960774,-62.71477155863272,-501.53283066985887,32.61377846530377,0.010871259488434593,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,60,standard,deterministic_stratified_sample,40,4823,0.15,0.125,0.0,0.0,0.0,0.0,3033.430584095785,3028.269575211524,2908.201406829219,3144.0340377607686,3264.9104125795407,3293.220772792399,3326.243645288269,-125.79117700005918,-512.2339339953478,28.26957521152417,0.009423191737174763,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
asset_class_tsmom_equal_weight_v1,90,standard,deterministic_stratified_sample,40,4793,0.175,0.125,0.0,0.0,0.0,0.0,3089.1060648249404,3061.338885765291,2967.324329387542,3161.5946216395996,3243.4767613907297,3274.592679787745,3283.7138112476878,-202.9455883379626,-539.082920535167,61.3388857652908,0.020446295255097002,all_horizons,"30,60,90,180",,False,False,False,False,,sampled_non_final,predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback,3000.0,3000.0,0,0,0,0,False,,,not_applicable,passed
