experiment_id,display_name,standard_or_stress,run_status,stop_enforced_final_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,risk_framework_verdict,profit_verdict,accounting_integrity_status,profit_results_usable,integrity_error_count,integrity_notes,notes
SPY_200d_trend_model,SPY 200-Day Trend Model,standard,completed,2998.7910372983606,-1966.9698800688138,0.1366123621131777,True,2010-06-21,True,True,False,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted SPY/BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
SPY_200d_trend_model,SPY 200-Day Trend Model,stress,completed,2943.0129483646133,-1983.799242921581,0.15313289913722997,True,2010-06-07,True,True,False,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted SPY/BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
SPY_buy_hold,SPY Buy And Hold,standard,completed,2754.2753996929423,-3429.4152178529293,0.14978944129206576,True,2008-07-02,True,False,False,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted SPY prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
SPY_buy_hold,SPY Buy And Hold,stress,completed,2754.2753996929423,-3429.4152178529293,0.14978944129206576,True,2008-07-02,True,False,False,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted SPY prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
GLD_buy_hold,GLD Buy And Hold,standard,completed,4133.42963586178,-4588.631074911653,0.19209514099718233,True,2008-04-29,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted GLD prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
GLD_buy_hold,GLD Buy And Hold,stress,completed,4133.42963586178,-4588.631074911653,0.19209514099718233,True,2008-04-29,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted GLD prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
BIL_cash_proxy,BIL Cash Proxy,standard,completed,3870.861683204045,-24.504552555487408,0.006314004839416981,False,,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
BIL_cash_proxy,BIL Cash Proxy,stress,completed,3868.9252841629063,-24.49229415000036,0.006314004839415316,False,,True,True,True,all_horizons,"30,60,90,180",,False,False,False,False,,watchlist,watchlist,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","computed from cached adjusted BIL prices; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
asset_class_tsmom_equal_weight_v1,Asset Class TSMOM Equal Weight,standard,completed,2972.684575243292,-1713.569927232541,0.120191696948752,True,2008-08-14,True,True,False,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
asset_class_tsmom_equal_weight_v1,Asset Class TSMOM Equal Weight,stress,completed,2965.760316870083,-1697.2141108010255,0.12402914276910816,True,2008-08-14,True,True,False,all_horizons,"30,60,90,180",,False,False,False,False,,diagnostic_only,too_risky,passed,True,0,"all rolling windows rebased to $3,000; reference/combination checks passed where applicable","predeclared asset-class TSMOM equal-weight eligible SPY/GLD/IEF with BIL fallback; all rolling windows rebased to $3,000; reference/combination checks passed where applicable"
