run_id,lane,strategy,role,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,exposure_multiplier,standard_or_stress,cost_model,cost_model_quality,spread_slippage_per_side,annual_financing_rate,financing_cost_assumption,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,catastrophic_loss,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes
20260531_234355,etf_validated_lane,current_no_cash_proxy_alpha_AB,,daily_etf,ETF exact focused finalist; not a real-money recommendation,existing ETF adjusted OHLC via cache:19,2008-01-03,2016-01-04,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,3392.201266116984,3392.201266116984,0.130733755372328,0.130733755372328,4002.0119051145734,2789.9433616429433,-609.8106389975896,-0.1523760182267952,False,True,True,2016-01-04,trailing_drawdown,3392.201266116984,-9.810638997589649,-0.0028837756219607484,True,True,2010-04-22,True,True,2010-10-05,579,694,2014.0,False,,190.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0163510649959828,1.3073375537232792,0.9805031652924595,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Focused candidate_exhaustive full-period row; no strategy rules changed.
20260531_234355,etf_validated_lane,current_no_cash_proxy_alpha_AB,,daily_etf,ETF exact focused finalist; not a real-money recommendation,existing ETF adjusted OHLC via cache:19,2008-01-03,2015-12-03,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,0.0,3239.9316755965556,3239.9316755965556,0.07997722519885175,0.07997722519885175,3864.3987370391915,2783.5263758697333,-624.4670614426359,-0.16159488291342508,False,True,True,2015-12-03,trailing_drawdown,3239.9316755965556,-24.467061442635895,-0.007495120361683362,True,True,2010-08-26,True,True,2010-10-13,667,700,1994.0,False,,188.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0407784357377265,0.7997722519885186,0.5998291889913889,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Focused candidate_exhaustive full-period row; no strategy rules changed.
20260531_234355,etf_benchmark,SPY_buy_hold,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,21927.233499213387,2341.939079267469,6.309077833071129,-0.21935364024417703,21927.233499213387,1443.7450763973602,-3284.466285770486,-0.5187516412008799,True,True,True,2008-09-29,absolute_floor,2341.939079267469,-58.06092073253103,-0.02419205030522126,True,False,2012-09-13,True,False,2013-01-17,1184,1269,186.0,False,0.9997840172786178,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.474110476284143,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260531_234355,etf_benchmark,SPY_buy_hold,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,0.0,21915.98869200732,2340.7380771694948,6.30532956400244,-0.21975397427683507,21915.98869200732,1443.0046895610653,-3282.7819332889176,-0.5189984368129782,True,True,True,2008-09-29,absolute_floor,2340.7380771694948,-59.26192283050523,-0.024692467846043845,True,False,2012-09-13,True,False,2013-01-17,1184,1269,186.0,False,0.9997840172786178,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.471303222148196,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260531_234355,etf_benchmark,SPY_200d_trend_model,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,16434.943695765938,3443.3492099452815,4.478314565255313,0.14778306998176038,16434.943695765938,2915.9728773978914,-2311.8890196820103,-0.2145300486335292,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,-52.66660283515739,-0.015064749605142883,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,183.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.8531483661366837,1.477830699817605,1.1083730248632038,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260531_234355,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,ETF simulated exposure,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,16434.943695765938,3443.3492099452815,4.478314565255313,0.14778306998176038,16434.943695765938,2915.9728773978914,-2311.8890196820103,-0.2145300486335292,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,-52.66660283515739,-0.015064749605142883,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,183.0,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated exposure frontier hit project stop,exact,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,3.8531483661366837,1.477830699817605,1.1083730248632038,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Tier 1 SPY_200d exposure frontier diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_234355,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,ETF simulated exposure,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.05,1.05,standard,spread_slippage_per_side_plus_financing,approximate,0.0005250000000000001,0.04,0.04,17134.97673358396,3447.4771599069477,4.711658911194654,0.14915905330231594,17134.97673358396,2902.6339645577864,-2520.999681533185,-0.22476464605491187,False,True,True,2010-06-04,trailing_drawdown,3447.4771599069477,-91.12826753710624,-0.025752593615086517,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,192.1499999999997,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated exposure frontier hit project stop,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.201666135888642,1.491590533023159,1.1186928997673693,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Tier 1 SPY_200d exposure frontier diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_234355,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,ETF simulated exposure,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.1,1.1,standard,spread_slippage_per_side_plus_financing,approximate,0.00055,0.05,0.05,17528.663798333662,3571.16366615567,4.842887932777887,0.1903878887185566,17528.663798333662,2884.932927948007,-2711.73935789622,-0.23518120076175053,False,True,True,2010-06-01,trailing_drawdown,3571.16366615567,-0.6046288745960737,-0.00016927998253339955,True,True,2009-08-03,True,True,2009-08-21,398,412,606.0,False,0.9997840172786178,92.0,201.29999999999973,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated exposure frontier hit project stop,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.5195655964937,1.9038788871855665,1.427909165389175,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Tier 1 SPY_200d exposure frontier diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_234355,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_15x,risk_budget_diagnostic,ETF simulated exposure,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.15,1.15,standard,spread_slippage_per_side_plus_financing,approximate,0.000575,0.06,0.06,17593.975040131234,3568.042684863039,4.864658346710411,0.18934756162101296,17593.975040131234,2862.9501402771725,-2876.084583265223,-0.24576889599491353,False,True,True,2010-05-28,trailing_drawdown,3568.042684863039,-27.229278044649163,-0.0075736351312425875,True,True,2009-08-03,True,True,2009-08-21,398,412,605.0,False,0.9997840172786178,92.0,210.4500000000003,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated exposure frontier hit project stop,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.793474305442039,1.8934756162101303,1.4201067121575977,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Tier 1 SPY_200d exposure frontier diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_234355,simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_20x,risk_budget_diagnostic,ETF simulated exposure,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.2,1.2,standard,spread_slippage_per_side_plus_financing,approximate,0.0006,0.07,0.07,17327.214996614377,3552.1034733717115,4.775738332204792,0.1840344911239038,17327.214996614377,2836.784970413135,-3006.5632916113736,-0.2566616903431605,False,True,True,2010-05-28,trailing_drawdown,3552.1034733717115,-56.84740766773939,-0.01575178203904127,True,True,2009-08-03,True,True,2009-08-21,398,412,605.0,False,0.9997840172786178,92.0,219.60000000000034,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated exposure frontier hit project stop,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,5.0109388193522895,1.8403449112390384,1.3802586834292787,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Tier 1 SPY_200d exposure frontier diagnostic; not paper-forward ready and not a real-money recommendation.
