experiment_id,row_type,horizon,run_status,verdict,p_target_300_before_stop,p_target_400_before_stop,p_target_600_before_stop,p_target_900_before_stop,p_target_1200_before_stop,p_any_project_stop_hit,median_stop_enforced_final_equity,p95_stop_enforced_final_equity,worst_max_drawdown,risk_budget_usage,benchmark_id,balanced_drawdown_aware_score_v2,benchmark_balanced_drawdown_aware_score_v2,score_delta_vs_benchmark
crypto_spot_tsmom_top1_cash_filter_v1,candidate_horizon,30.0,completed,high_upside_high_risk_watchlist,0.025,0.025,0.025,0.025,0.0,0.0,3002.9822158936704,3024.5845255101744,-338.18401295124795,0.5636400215854133,,,,
crypto_spot_tsmom_top1_cash_filter_v1,candidate_horizon,60.0,completed,high_upside_high_risk_watchlist,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,3009.558146580366,3282.8692531105703,-511.4005068035958,0.852334178005993,,,,
crypto_spot_tsmom_top1_cash_filter_v1,candidate_horizon,90.0,completed,high_upside_high_risk_watchlist,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.07692307692307693,3013.8201454385057,3283.3824094057445,-1265.1518080332617,2.108586346722103,,,,
crypto_spot_tsmom_top1_cash_filter_v1,candidate_horizon,180.0,completed,high_upside_high_risk_watchlist,0.15384615384615385,0.1282051282051282,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.28205128205128205,3006.154807358695,3789.4174999526263,-3302.3774052345907,5.503962342057651,,,,
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-1109.4678046294155,-107.98554745792012,-1001.4822571714953
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,asset_class_tsmom_top2_v1,-1109.4678046294155,107.59615847390337,-1217.0639631033189
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,SPY_200d_trend_model,-1109.4678046294155,126.0482868474308,-1235.5160914768462
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,GLD_buy_hold,-1109.4678046294155,53.60846542444958,-1163.076270053865
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,BIL_cash_proxy,-1109.4678046294155,-5.086220315164935,-1104.3815843142506
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,crypto_buy_hold_equal_weight,-1109.4678046294155,,
crypto_spot_tsmom_top1_cash_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,crypto_time_series_momentum,-1109.4678046294155,,
crypto_spot_equal_weight_200d_filter_v1,candidate_horizon,30.0,completed,high_upside_high_risk_watchlist,0.025,0.025,0.025,0.0,0.0,0.0,3002.9822158936704,3024.470770197752,-382.19476769310495,0.6369912794885082,,,,
crypto_spot_equal_weight_200d_filter_v1,candidate_horizon,60.0,completed,high_upside_high_risk_watchlist,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,3008.8290368106227,3208.0831526694637,-663.9926005013222,1.1066543341688702,,,,
crypto_spot_equal_weight_200d_filter_v1,candidate_horizon,90.0,completed,high_upside_high_risk_watchlist,0.10256410256410256,0.10256410256410256,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.05128205128205128,3013.8201454385057,3378.0134086383478,-1041.1890628177516,1.7353151046962527,,,,
crypto_spot_equal_weight_200d_filter_v1,candidate_horizon,180.0,completed,high_upside_high_risk_watchlist,0.15384615384615385,0.1282051282051282,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.28205128205128205,3007.518604369849,3716.4553212184496,-2444.5801414672533,4.074300235778756,,,,
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,combo_SPY200d_GLD_50_50_v1,-891.8749155959655,-107.98554745792012,-783.8893681380454
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,asset_class_tsmom_top2_v1,-891.8749155959655,107.59615847390337,-999.4710740698689
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,SPY_200d_trend_model,-891.8749155959655,126.0482868474308,-1017.9232024433963
crypto_spot_equal_weight_200d_filter_v1,benchmark_comparison,,completed,high_upside_high_risk_watchlist,,,,,,,,,,,GLD_buy_hold,-891.8749155959655,53.60846542444958,-945.4833810204151
