experiment_id,benchmark_id,correlation_status,daily_equity_return_correlation,target_window_incremental_status,drawdown_coincidence_status,diversification_claim
crypto_spot_tsmom_top1_cash_filter_v1,combo_SPY200d_GLD_50_50_v1,available,0.1168458416520594,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_tsmom_top1_cash_filter_v1,asset_class_tsmom_top2_v1,available,0.16550696421231806,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_tsmom_top1_cash_filter_v1,SPY_200d_trend_model,available,0.127906906079939,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_tsmom_top1_cash_filter_v1,GLD_buy_hold,available,0.06130567128408483,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_tsmom_top1_cash_filter_v1,BIL_cash_proxy,available,0.13375787535324063,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_tsmom_top1_cash_filter_v1,crypto_buy_hold_equal_weight,unavailable,,unavailable_not_exported_for_this_batch,unavailable,possible_only_not_proven
crypto_spot_tsmom_top1_cash_filter_v1,crypto_time_series_momentum,unavailable,,unavailable_not_exported_for_this_batch,unavailable,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,combo_SPY200d_GLD_50_50_v1,available,0.12388795625670332,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,asset_class_tsmom_top2_v1,available,0.15335041871364852,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,SPY_200d_trend_model,available,0.14238951297965982,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,GLD_buy_hold,available,0.06067022113979709,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,BIL_cash_proxy,available,0.16582109682734655,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,crypto_buy_hold_equal_weight,unavailable,,unavailable_not_exported_for_this_batch,unavailable,possible_only_not_proven
crypto_spot_equal_weight_200d_filter_v1,crypto_time_series_momentum,unavailable,,unavailable_not_exported_for_this_batch,unavailable,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,combo_SPY200d_GLD_50_50_v1,available,0.9819742995950504,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,asset_class_tsmom_top2_v1,available,0.7212560053939856,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,SPY_200d_trend_model,available,0.5809540332664862,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,GLD_buy_hold,available,0.8309931597180771,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,BIL_cash_proxy,available,0.0537543968669971,unavailable_not_exported_for_this_batch,available_via_equity_return_correlation_only,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,crypto_buy_hold_equal_weight,unavailable,,unavailable_not_exported_for_this_batch,unavailable,possible_only_not_proven
combo_plus_crypto_spot_tsmom_90_10_v1,crypto_time_series_momentum,unavailable,,unavailable_not_exported_for_this_batch,unavailable,possible_only_not_proven
