run_id,experiment_id,display_name,experiment_type,family_group,strategy_family,evidence_tier,run_status,starting_equity,independent_account,shared_capital,standard_or_stress,final_validation_completed,sampled_results_are_final,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,any_project_stop_hit,first_project_stop_date,target_300_before_stop,target_400_before_stop,target_600_before_stop,target_900_before_stop,target_1200_before_stop,days_to_target_300,days_to_target_400,days_to_target_600,days_to_target_900,days_to_target_1200,stress_degradation,evidence_finality,risk_framework_verdict,profit_verdict,promotion_blockers,notes
20260602_145735,SPY_200d_trend_model,SPY 200-Day Trend Model,exact_family,broad_etf_trend,absolute_trend,tier3_candidate_validation,completed,3000.0,True,False,standard,False,False,14440.403682680057,2966.663066194596,3.8134678942266858,-0.011112311268468011,14440.403682680057,2562.091252446425,-2031.3188369707868,0.14066911712497124,True,2010-06-22,True,True,False,False,False,751.0,805.0,1567.0,1646.0,1736.0,63.17683548326568,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted SPY/BIL prices
20260602_145735,SPY_200d_trend_model,SPY 200-Day Trend Model,exact_family,broad_etf_trend,absolute_trend,tier3_candidate_validation,completed,3000.0,True,False,stress,False,False,12992.590697243422,2903.4862307113303,3.3308635657478076,-0.03217125642955654,12992.590697243422,2522.668085143741,-2043.994597379662,0.157320017616912,True,2010-06-22,True,True,False,False,False,759.0,810.0,1597.0,1713.0,1803.0,63.17683548326568,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted SPY/BIL prices
20260602_145735,SPY_buy_hold,SPY Buy And Hold,benchmark_family,broad_etf_buy_hold,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,22883.48304840306,2752.9007161024706,6.62782768280102,-0.08236642796584315,22883.48304840306,1506.706989878106,-3427.702294326209,0.14978936060895737,True,2008-07-02,True,False,False,False,False,131.0,1431.0,1526.0,1594.0,1689.0,1.3742217824224099,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted SPY prices
20260602_145735,SPY_buy_hold,SPY Buy And Hold,benchmark_family,broad_etf_buy_hold,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,22872.05983191051,2751.526494320048,6.624019943970169,-0.08282450189331725,22872.05983191051,1505.9548561185754,-3425.991218031686,0.14978936060895712,True,2008-07-02,True,False,False,False,False,131.0,1431.0,1526.0,1594.0,1689.0,1.3742217824224099,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted SPY prices
20260602_145735,GLD_buy_hold,GLD Buy And Hold,benchmark_family,gold_commodity_etf,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,20082.33680300823,4131.341801422975,5.694112267669411,0.3771139338076581,23875.21771820372,2896.8982134880935,-4586.3133139167585,0.1920951409971819,True,2008-04-29,True,True,True,True,True,74.0,177.0,197.0,213.0,257.0,2.087834438797472,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted GLD prices
20260602_145735,GLD_buy_hold,GLD Buy And Hold,benchmark_family,gold_commodity_etf,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,20072.187898268723,4129.253966984177,5.690729299422908,0.37641798899472567,23863.15202522019,2895.43422330124,-4583.995552921868,0.19209514099718225,True,2008-04-29,True,True,True,True,True,74.0,177.0,197.0,213.0,257.0,2.087834438797472,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted GLD prices
20260602_145735,IEF_buy_hold,IEF Buy And Hold,benchmark_family,bond_treasury_etf,buy_and_hold,benchmark,completed,3000.0,True,False,standard,False,False,5603.538024058889,5662.46251372709,0.8678460080196297,0.8874875045756965,6298.277071124356,2941.18056227118,-1506.8469366203026,0.23924748301860643,True,2022-03-14,True,True,True,True,True,226.0,262.0,475.0,494.0,948.0,2.8223998779058093,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted IEF prices
20260602_145735,IEF_buy_hold,IEF Buy And Hold,benchmark_family,bond_treasury_etf,buy_and_hold,benchmark,completed,3000.0,True,False,stress,False,False,5600.744994525092,5659.640113849184,0.8669149981750306,0.8865467046163946,6295.13775560686,2939.714559160401,-1506.0958632843422,0.2392474830186067,True,2022-03-14,True,True,True,True,True,226.0,262.0,475.0,494.0,948.0,2.8223998779058093,sampled_non_final,watchlist,too_risky,research_only;no_real_money_recommendation,computed from cached adjusted IEF prices
20260602_145735,BIL_cash_proxy,BIL Cash Proxy,benchmark_family,cash_treasury_proxy,cash_proxy,benchmark,completed,3000.0,True,False,standard,False,False,3870.8587865925588,3870.8587865925588,0.2902862621975195,0.2902862621975195,3870.8587865925588,2998.5,-24.50801348259529,0.006331415025390067,False,,True,True,True,False,False,3992.0,4163.0,4438.0,,,1.936397592126923,sampled_non_final,watchlist,watchlist,research_only;no_real_money_recommendation,computed from cached adjusted BIL prices
20260602_145735,BIL_cash_proxy,BIL Cash Proxy,benchmark_family,cash_treasury_proxy,cash_proxy,benchmark,completed,3000.0,True,False,stress,False,False,3868.922389000432,3868.922389000432,0.2896407963334773,0.2896407963334773,3868.922389000432,2997.0,-24.495753345813227,0.006331415025397268,False,,True,True,True,False,False,3997.0,4164.0,4440.0,,,1.936397592126923,sampled_non_final,watchlist,watchlist,research_only;no_real_money_recommendation,computed from cached adjusted BIL prices
