rank_overall,rank_profit_potential,rank_risk_control,rank_upside,experiment_id,display_name,evidence_tier,run_status,p_90d_target_300_before_stop,p_90d_target_400_before_stop,p_90d_target_600_before_stop,p_90d_target_900_before_stop,p_90d_target_1200_before_stop,p_90d_any_stop_hit,median_90d_stop_enforced_final_equity,p95_90d_stop_enforced_final_equity,worst_90d_max_drawdown,expected_profit_90d,stress_degradation,profit_score,risk_penalty,final_score,profit_verdict,ranking_notes
1,4,5,4,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,tier2_credible_prototype,completed,0.89,0.876,0.872,0.842,0.78,0.14,5889.208971902632,14950.162217226934,-1481.4211003202763,3819.9648348562114,281.6728077078951,1318.9179720489215,380.0312097287283,938.8867623201932,leading_profit_candidate,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
2,11,2,2,IEF_buy_hold,IEF Buy And Hold,benchmark,completed,0.968,0.964,0.94,0.866,0.8,0.018,5112.999190642888,6201.223189011572,-757.6965959126037,1995.0809275142801,2.8223998779058093,909.1613068244644,61.71960055964375,847.4417062648207,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
3,5,6,6,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,tier2_credible_prototype,completed,0.824,0.822,0.782,0.766,0.754,0.188,6221.30601557504,12787.212255307393,-1739.7623933770938,3521.1755991432647,129.18030360965622,1199.3621191210962,475.05126197075526,724.3108571503409,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
4,3,9,3,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,tier2_credible_prototype,completed,0.984,0.982,0.922,0.812,0.808,0.234,6060.392260271191,17065.135664367317,-2536.0611080147864,4560.161734913499,24.29192466955419,1474.5138142383692,761.4647417787395,713.0490724596297,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
5,8,4,12,SPY_200d_trend_model,SPY 200-Day Trend Model,tier3_candidate_validation,completed,0.696,0.678,0.616,0.606,0.596,0.262,5286.082581869969,12919.822007306642,-1321.1268233316332,3231.4436911508747,63.17683548326568,1042.66114593899,349.1485350047329,693.5126109342573,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
6,12,3,10,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,tier2_credible_prototype,completed,0.818,0.796,0.742,0.436,0.254,0.0,3757.8823944996566,4623.575348504319,-303.28223157539605,741.3208862584165,978.0884645795923,571.5355841979045,78.24707716636738,493.28850703153716,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
7,2,25,11,SPY_buy_hold,SPY Buy And Hold,benchmark,completed,0.748,0.712,0.702,0.694,0.684,0.618,6849.541167945896,20022.477157394907,-3427.702294326209,5109.5511567589665,1.3742217824224099,1519.838091075319,1206.1057407567669,313.7323503185521,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
8,9,8,8,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,tier2_credible_prototype,completed,0.784,0.778,0.768,0.76,0.644,0.284,4510.897624204142,10677.326934308048,-2285.924068507584,2256.1019151095506,5.090032503574548,952.389992277857,689.8806265779402,262.50936569991677,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
9,10,7,9,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,tier2_credible_prototype,completed,0.826,0.826,0.764,0.67,0.548,0.298,4179.963585286856,10430.622774699075,-2233.1068250419885,2095.9724375725345,4.694672629672368,916.7418992323505,676.2629625750697,240.47893665728088,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
10,6,10,5,GLD_SPY_rotation_v1,GLD SPY Rotation,tier2_credible_prototype,completed,0.82,0.82,0.788,0.732,0.694,0.356,5552.108355584114,12493.042179106695,-2965.5798479922087,3191.787709563416,4.694672629672368,1131.761819786217,952.9285206076468,178.83329917857031,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
11,7,11,7,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,tier2_credible_prototype,completed,0.8,0.794,0.772,0.712,0.644,0.32,5281.727446261868,12701.889022361278,-3015.1556023035446,3141.922575098205,4.694672629672368,1107.7168849231093,957.6800346166143,150.036850306495,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
12,13,1,13,BIL_cash_proxy,BIL Cash Proxy,benchmark,completed,0.212,0.192,0.164,0.0,0.0,0.0,3129.305311672926,3844.976937631673,-24.275389370206994,252.61870496609163,1.936397592126923,141.37595735462523,0.15491180737015384,141.22104554725507,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
13,1,26,1,GLD_buy_hold,GLD Buy And Hold,benchmark,completed,1.0,0.988,0.984,0.982,0.97,0.55,6150.552734503955,18162.30491976742,-4586.3133139167585,4965.983071410906,2.087834438797472,1575.824853003261,1587.8766866259691,-12.051833622708045,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier"
14,14,12,14,A_ETF_sector_momentum,A ETF Sector Momentum,tier2_credible_prototype,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
15,15,13,15,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,tier3_candidate_validation_if_exhaustive,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
16,16,14,16,combo_SPY200d_crypto_tsmom_90_10_v1,Combo SPY200d Crypto TSMOM 90/10,tier1_exploratory,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
17,17,15,17,crypto_time_series_momentum,Crypto Time Series Momentum,tier1_exploratory,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
18,18,16,18,crypto_buy_hold_equal_weight,Crypto Buy Hold Equal Weight,tier1_exploratory,incomplete_evidence,,,,,,,,,,,,0.0,1000.0,-1000.0,incomplete_evidence,not runnable or excluded; no performance metrics used
19,19,17,19,individual_stock_momentum,Individual Stock Momentum,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
20,20,18,20,options_directional,Options Directional,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
21,21,19,21,options_premium,Options Premium,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
22,22,20,22,futures_trend_following,Futures Trend Following,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
23,23,21,23,forex_momentum_carry,Forex Momentum Carry,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
24,24,22,24,intraday_orb,Intraday ORB,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
25,25,23,25,volatility_products,Volatility Products,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
26,26,24,26,event_news_momentum,Event News Momentum,blocked,blocked_by_gate,,,,,,,,,,,,0.0,1000.0,-1000.0,blocked_by_gate,not runnable or excluded; no performance metrics used
