run_id,lane,strategy,portfolio_id,portfolio_role,family_id,family_group,family_role,independent_family_account,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,rolling_status,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,average_portfolio_turnover,median_portfolio_turnover,unavailable_window_count,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,average_exposure,median_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,stop_enforced_metric_quality,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes,rolling_metric_quality,rolling_notes
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,90.0,all_possible,4793,4793,True,True,completed,0.23805549760066763,0.23805549760066763,0.0986855831420822,0.0986855831420822,0.004590027122887545,0.002712288754433549,0.004590027122887545,3095.5867363347493,3095.5867363347493,3091.2657592857654,-167.57122114804224,-661.4912486768249,0.6755685374504485,0.3217191737951179,0.0025036511579386604,0.1652409764239516,0.06613811808887962,,,0.0,-641.9013683895955,0.001043187982474442,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.1024854144613747,0.31862245444916426,0.2389668408368732,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,180.0,all_possible,4703,4703,True,True,completed,0.5358281947692962,0.5358281947692962,0.3831596853072507,0.3831596853072507,0.04890495428449926,0.0027641930682543057,0.04890495428449926,3192.1476744786182,3192.1476744786182,3187.164121508026,-249.11839128223073,-743.032223591701,0.6706357644056985,0.3293642355943015,0.0025515628322347436,0.3959174994684244,0.28641292791835,,,0.0,-641.9013683895955,0.00212630236019562,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.2383870393195018,0.6404922482620607,0.48036918619654556,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,30.0,all_possible,4853,4853,True,True,completed,0.00741809190191634,0.00741809190191634,0.00123634865031939,0.00123634865031939,0.0,0.0,0.0,3023.69960004554,3023.69960004554,3028.5227013875424,-78.96903466612912,-561.003611999457,0.6358953224809396,0.34906243560684114,0.0,0.005151452709664125,0.000618174325159695,,,0.0,-532.811782459773,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.935006019999095,0.07899866681846712,0.05924900011385034,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,60.0,all_possible,4823,4823,True,True,completed,0.09620568111134149,0.09620568111134149,0.016587186398507155,0.016587186398507155,0.0,0.0,0.0,3063.3696282916126,3063.3696282916126,3059.1558153938277,-128.94799603618958,-578.5049525173449,0.6767572050590919,0.3143271822517106,0.0,0.06054323035455111,0.01036699149906697,,,0.0,-533.4585089283496,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.9641749208622415,0.21123209430537523,0.15842407072903142,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,90.0,all_possible,4793,4793,True,True,completed,0.23638639682870854,0.23638639682870854,0.09576465679115377,0.09576465679115377,0.011475067807218861,0.004172751929897768,0.011475067807218861,3090.962480800366,3090.962480800366,3084.4742898321924,-169.58279143539312,-687.7452304026879,0.6655539328186939,0.3317337784268725,0.0014604631754642186,0.16294596286250781,0.06342582933444607,,,0.0,-657.8085205587222,0.00020863759649488838,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.1462420506711464,0.30320826933455314,0.22740620200091485,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,180.0,all_possible,4703,4703,True,True,completed,0.528173506272592,0.528173506272592,0.37954497129491815,0.37954497129491815,0.05485860089304699,0.0044652349564108015,0.05485860089304699,3180.287552270429,3180.287552270429,3174.0596783076226,-257.0866076441789,-772.4956231342135,0.6521369338719966,0.3478630661280034,0.001488411652136934,0.38805018073570063,0.2813098022538805,,,0.0,-657.8085205587222,0.0006378907080586859,0.0,,,,,,exact,balanced_speculative_research_v1,hard_stop,1.287492705223689,0.6009585075680964,0.45071888067607235,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,30.0,all_possible,4853,4853,True,True,completed,0.007212033793529775,0.007212033793529775,0.00123634865031939,0.00123634865031939,0.0,0.0,0.0,3020.654643521403,3020.654643521403,3025.287142600189,-79.44640253979878,-573.8314854051082,0.6173500927261488,0.367607665361632,0.0,0.005151452709664125,0.000618174325159695,,,0.0,-546.5248512701041,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.9563858090085137,0.06884881173801052,0.0516366088035079,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,60.0,all_possible,4823,4823,True,True,completed,0.09288824383164006,0.09288824383164006,0.016172506738544475,0.016172506738544475,0.0,0.0,0.0,3060.2061161286124,3060.2061161286124,3054.0551449772406,-130.04277691704874,-591.7316642831893,0.6649388347501555,0.3261455525606469,0.0,0.05909185154468173,0.010159651669085631,,,0.0,-549.7945570797779,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.9862194404719822,0.20068705376204132,0.150515290321531,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,core,True,none,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,standard,90.0,all_possible,4793,4793,True,True,completed,0.31879824744418944,0.3150427707072814,0.15147089505528896,0.14959315668683495,0.06426037972042561,0.04882119757980388,0.06426037972042561,3156.2288646920265,3152.5499343907036,3112.9949832373936,-221.20842090935275,-1329.5804799262269,0.7356561652409764,0.26434383475902357,0.02587106196536616,0.22094721468808678,0.10723972459837262,,,0.0,-801.1575717527398,0.021489672438973505,0.008762779052785313,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.2159674665437112,0.5084997813023453,0.381374835976759,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260602_004658,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,standard,180.0,all_possible,4703,4703,True,True,completed,0.6651073782691899,0.6425685732511163,0.48586008930469915,0.4714012332553689,0.15926004677865194,0.10099936210929195,0.15926004677865194,3308.765129147297,3293.381895322973,3214.411545950823,-328.42924234157454,-1572.233822713335,0.7261322560068042,0.27386774399319586,0.031681905166914735,0.49415266850946205,0.3504146289602382,,,0.0,-801.1575717527398,0.06123750797363385,0.00956836062088029,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.620389704522225,0.9779396510765764,0.7334547383074324,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",exact_family_all_possible,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
