lane,strategy,role,leverage_multiplier,exposure_multiplier,standard_or_stress,unconditional_final_equity,stop_enforced_final_equity,stop_enforced_penalty,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_before_stop,target_400_before_stop,max_drawdown_dollars,max_drawdown_pct,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,result_interpretation
etf_validated_lane,current_no_cash_proxy_alpha_AB,,1.0,1.0,standard,3392.201266116984,3392.201266116984,0.0,False,True,True,2016-01-04,trailing_drawdown,3392.201266116984,-9.810638997589649,-0.0028837756219607484,True,True,-609.8106389975896,-0.1523760182267952,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0163510649959828,1.3073375537232792,0.9805031652924595,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_validated_lane,current_no_cash_proxy_alpha_AB,,1.0,1.0,stress,3239.9316755965556,3239.9316755965556,0.0,False,True,True,2015-12-03,trailing_drawdown,3239.9316755965556,-24.467061442635895,-0.007495120361683362,True,True,-624.4670614426359,-0.16159488291342508,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0407784357377265,0.7997722519885186,0.5998291889913889,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_buy_hold,,1.0,1.0,standard,21927.233499213387,2341.939079267469,19585.29441994592,True,True,True,2008-09-29,absolute_floor,2341.939079267469,-58.06092073253103,-0.02419205030522126,False,False,-3284.466285770486,-0.5187516412008799,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.474110476284143,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_buy_hold,,1.0,1.0,stress,21915.98869200732,2340.7380771694948,19575.250614837823,True,True,True,2008-09-29,absolute_floor,2340.7380771694948,-59.26192283050523,-0.024692467846043845,False,False,-3282.7819332889176,-0.5189984368129782,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.471303222148196,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_200d_trend_model,,1.0,1.0,standard,16434.943695765938,3443.3492099452815,12991.594485820657,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,-52.66660283515739,-0.015064749605142883,True,True,-2311.8890196820103,-0.2145300486335292,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.8531483661366837,1.477830699817605,1.1083730248632038,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_00x,risk_budget_diagnostic,1.0,1.0,standard,16434.943695765938,3443.3492099452815,12991.594485820657,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,-52.66660283515739,-0.015064749605142883,True,True,-2311.8890196820103,-0.2145300486335292,exact,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,3.8531483661366837,1.477830699817605,1.1083730248632038,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_05x,risk_budget_diagnostic,1.05,1.05,standard,17134.97673358396,3447.4771599069477,13687.499573677012,False,True,True,2010-06-04,trailing_drawdown,3447.4771599069477,-91.12826753710624,-0.025752593615086517,True,True,-2520.999681533185,-0.22476464605491187,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.201666135888642,1.491590533023159,1.1186928997673693,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_10x,risk_budget_diagnostic,1.1,1.1,standard,17528.663798333662,3571.16366615567,13957.500132177993,False,True,True,2010-06-01,trailing_drawdown,3571.16366615567,-0.6046288745960737,-0.00016927998253339955,True,True,-2711.73935789622,-0.23518120076175053,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.5195655964937,1.9038788871855665,1.427909165389175,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_15x,risk_budget_diagnostic,1.15,1.15,standard,17593.975040131234,3568.042684863039,14025.932355268194,False,True,True,2010-05-28,trailing_drawdown,3568.042684863039,-27.229278044649163,-0.0075736351312425875,True,True,-2876.084583265223,-0.24576889599491353,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,4.793474305442039,1.8934756162101303,1.4201067121575977,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
simulated_etf_exposure_frontier,SPY_200d_exposure_frontier_1_20x,risk_budget_diagnostic,1.2,1.2,standard,17327.214996614377,3552.1034733717115,13775.111523242665,False,True,True,2010-05-28,trailing_drawdown,3552.1034733717115,-56.84740766773939,-0.01575178203904127,True,True,-3006.5632916113736,-0.2566616903431605,approximate,exposure_frontier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",balanced_speculative_research_v1,hard_stop,5.0109388193522895,1.8403449112390384,1.3802586834292787,True,True,True,too_risky,too_risky_by_default,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
