run_id,lane,strategy,role,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,exposure_multiplier,standard_or_stress,cost_model,cost_model_quality,spread_slippage_per_side,annual_financing_rate,financing_cost_assumption,target_vol_annualized,realized_vol_window,exposure_cap,average_exposure,max_exposure,min_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,catastrophic_loss,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,,daily_etf,ETF exact focused finalist; not a real-money recommendation,existing ETF adjusted OHLC via cache:19,2008-01-03,2016-01-04,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,,,,,,,,,,3392.201266116984,3392.201266116984,0.130733755372328,0.130733755372328,4002.0119051145734,2789.9433616429433,-609.8106389975896,-0.1523760182267952,False,True,True,2016-01-04,trailing_drawdown,3392.201266116984,-9.810638997589649,-0.0028837756219607484,True,True,2010-04-22,True,True,2010-10-05,579,694,2014.0,False,,190.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0163510649959828,1.3073375537232792,0.9805031652924595,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Focused candidate_exhaustive full-period row; no strategy rules changed.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,,daily_etf,ETF exact focused finalist; not a real-money recommendation,existing ETF adjusted OHLC via cache:19,2008-01-03,2015-12-03,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,0.0,,,,,,,,,,3239.9316755965556,3239.9316755965556,0.07997722519885175,0.07997722519885175,3864.3987370391915,2783.5263758697333,-624.4670614426359,-0.16159488291342508,False,True,True,2015-12-03,trailing_drawdown,3239.9316755965556,-24.467061442635895,-0.007495120361683362,True,True,2010-08-26,True,True,2010-10-13,667,700,1994.0,False,,188.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0407784357377265,0.7997722519885186,0.5998291889913889,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Focused candidate_exhaustive full-period row; no strategy rules changed.
20260601_012350,etf_benchmark,SPY_buy_hold,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,,,,,,,,,,21927.233499213387,2341.939079267469,6.309077833071129,-0.21935364024417703,21927.233499213387,1443.7450763973602,-3284.466285770486,-0.5187516412008799,True,True,True,2008-09-29,absolute_floor,2341.939079267469,-58.06092073253103,-0.02419205030522126,True,False,2012-09-13,True,False,2013-01-17,1184,1269,186.0,False,0.9997840172786178,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.474110476284143,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_012350,etf_benchmark,SPY_buy_hold,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,0.0,,,,,,,,,,21915.98869200732,2340.7380771694948,6.30532956400244,-0.21975397427683507,21915.98869200732,1443.0046895610653,-3282.7819332889176,-0.5189984368129782,True,True,True,2008-09-29,absolute_floor,2340.7380771694948,-59.26192283050523,-0.024692467846043845,True,False,2012-09-13,True,False,2013-01-17,1184,1269,186.0,False,0.9997840172786178,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.471303222148196,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_012350,etf_benchmark,SPY_200d_trend_model,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,0.0,,,,,,,,,,16434.943695765938,3443.3492099452815,4.478314565255313,0.14778306998176038,16434.943695765938,2915.9728773978914,-2311.8890196820103,-0.2145300486335292,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,-52.66660283515739,-0.015064749605142883,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,183.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.8531483661366837,1.477830699817605,1.1083730248632038,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,ETF,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,volatility_control_overlay,1.0,1.0,standard,volatility_target_spread_slippage,exact,0.0005,0.0,0.0,0.12,60.0,1.0,0.6846708323242772,1.0,0.0,0.21965442764578832,0.4224622030237581,0.35788336933045356,12265.439612993616,6273.785711126048,3.0884798709978716,1.0912619037086828,12265.439612993616,2936.5399598646723,-1362.2260700898723,-0.15354746091486024,False,True,True,2018-02-08,trailing_drawdown,6273.785711126048,-85.86369668865973,-0.01350132549494801,True,True,2009-10-14,True,True,2009-12-28,449,500,2543.0,False,0.7803455723542116,2045.0,78.50919211084405,SPY_200d_trend_model,,False,False,diagnostic,too_risky,volatility-control diagnostic hit project stop,exact,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.2703767834831208,10.912619037086827,8.18446427781512,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Tier 1 SPY_200d volatility-control diagnostic; not paper-forward ready and not a real-money recommendation.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_10_v1,risk_control_diagnostic,ETF,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,volatility_control_overlay,1.0,1.1,standard,volatility_target_spread_slippage_plus_financing,approximate,0.0005,0.05,0.05,0.12,60.0,1.1,0.7139596794845048,1.1,0.0,0.21965442764578832,0.5496760259179265,0.2306695464362851,12134.583380035274,6406.975913007586,3.0448611266784242,1.1356586376691955,12134.583380035274,2936.5399598646723,-1362.5154478873392,-0.15777084865674482,False,True,True,2018-02-05,trailing_drawdown,6406.975913007586,-9.159813279795344,-0.0014276214953288647,True,True,2009-10-14,True,True,2009-12-28,449,500,2540.0,False,0.7803455723542116,2630.0,86.72726719892512,SPY_200d_trend_model,,False,False,diagnostic,too_risky,volatility-control diagnostic hit project stop,approximate,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.270859079812232,11.356586376691954,8.517439782518966,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Tier 1 SPY_200d volatility-control diagnostic; not paper-forward ready and not a real-money recommendation.
20260601_012350,etf_benchmark,SPY_200d_trend_model,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,0.0,,,,,,,,,,14996.05812201965,3424.484708189105,3.998686040673217,0.14149490272970167,14996.05812201965,2911.665433700281,-2359.180127940368,-0.22314703608429462,False,True,True,2010-06-04,trailing_drawdown,3424.484708189105,-65.48051419152716,-0.018762511950437297,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,183.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.9319668799006133,1.414949027297016,1.0612117704727622,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,ETF,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,volatility_control_overlay,1.0,1.0,stress,volatility_target_spread_slippage,exact,0.001,0.0,0.0,0.12,60.0,1.0,0.6846708323242772,1.0,0.0,0.21965442764578832,0.4224622030237581,0.35788336933045356,11793.374515523981,6166.3405553478115,2.9311248385079938,1.055446851782604,11793.374515523981,2935.753123702675,-1377.2517669391273,-0.15710753763387988,False,True,True,2018-02-08,trailing_drawdown,6166.3405553478115,-74.37013730326635,-0.011916933978503918,True,True,2009-10-14,True,True,2009-12-28,449,500,2543.0,False,0.7803455723542116,2045.0,78.50919211084405,SPY_200d_trend_model,,False,False,diagnostic,too_risky,volatility-control diagnostic hit project stop,exact,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.295419611565212,10.554468517826038,7.9158513883695285,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Tier 1 SPY_200d volatility-control diagnostic; not paper-forward ready and not a real-money recommendation.
20260601_012350,etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_10_v1,risk_control_diagnostic,ETF,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,volatility_control_overlay,1.0,1.1,stress,volatility_target_spread_slippage_plus_financing,approximate,0.001,0.05,0.05,0.12,60.0,1.1,0.7139596794845048,1.1,0.0,0.21965442764578832,0.5496760259179265,0.2306695464362851,11619.719710039213,6151.743313539201,2.8732399033464042,1.0505811045130669,11619.719710039213,2935.753123702675,-1373.6628755743332,-0.15942236579539595,False,True,True,2018-02-08,trailing_drawdown,6151.743313539201,-131.64721339848347,-0.020951620440285437,True,True,2009-10-14,True,True,2009-12-28,449,500,2543.0,False,0.7803455723542116,2630.0,86.72726719892512,SPY_200d_trend_model,,False,False,diagnostic,too_risky,volatility-control diagnostic hit project stop,approximate,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.289438125957222,10.50581104513067,7.879358283848003,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Tier 1 SPY_200d volatility-control diagnostic; not paper-forward ready and not a real-money recommendation.
