lane,strategy,role,leverage_multiplier,exposure_multiplier,standard_or_stress,unconditional_final_equity,stop_enforced_final_equity,stop_enforced_penalty,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_before_stop,target_400_before_stop,max_drawdown_dollars,max_drawdown_pct,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,result_interpretation
etf_validated_lane,current_no_cash_proxy_alpha_AB,,1.0,1.0,standard,3392.201266116984,3392.201266116984,0.0,False,True,True,2016-01-04,trailing_drawdown,3392.201266116984,-9.810638997589649,-0.0028837756219607484,True,True,-609.8106389975896,-0.1523760182267952,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0163510649959828,1.3073375537232792,0.9805031652924595,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_validated_lane,current_no_cash_proxy_alpha_AB,,1.0,1.0,stress,3239.9316755965556,3239.9316755965556,0.0,False,True,True,2015-12-03,trailing_drawdown,3239.9316755965556,-24.467061442635895,-0.007495120361683362,True,True,-624.4670614426359,-0.16159488291342508,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,balanced_speculative_research_v1,hard_stop,1.0407784357377265,0.7997722519885186,0.5998291889913889,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_buy_hold,,1.0,1.0,standard,21927.233499213387,2341.939079267469,19585.29441994592,True,True,True,2008-09-29,absolute_floor,2341.939079267469,-58.06092073253103,-0.02419205030522126,False,False,-3284.466285770486,-0.5187516412008799,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.474110476284143,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_buy_hold,,1.0,1.0,stress,21915.98869200732,2340.7380771694948,19575.250614837823,True,True,True,2008-09-29,absolute_floor,2340.7380771694948,-59.26192283050523,-0.024692467846043845,False,False,-3282.7819332889176,-0.5189984368129782,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.471303222148196,0.0,0.0,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_200d_trend_model,,1.0,1.0,standard,16434.943695765938,3443.3492099452815,12991.594485820657,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,-52.66660283515739,-0.015064749605142883,True,True,-2311.8890196820103,-0.2145300486335292,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.8531483661366837,1.477830699817605,1.1083730248632038,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,1.0,1.0,standard,12265.439612993616,6273.785711126048,5991.653901867568,False,True,True,2018-02-08,trailing_drawdown,6273.785711126048,-85.86369668865973,-0.01350132549494801,True,True,-1362.2260700898723,-0.15354746091486024,exact,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.2703767834831208,10.912619037086827,8.18446427781512,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_10_v1,risk_control_diagnostic,1.0,1.1,standard,12134.583380035274,6406.975913007586,5727.607467027688,False,True,True,2018-02-05,trailing_drawdown,6406.975913007586,-9.159813279795344,-0.0014276214953288647,True,True,-1362.5154478873392,-0.15777084865674482,approximate,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.270859079812232,11.356586376691954,8.517439782518966,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_benchmark,SPY_200d_trend_model,,1.0,1.0,stress,14996.05812201965,3424.484708189105,11571.573413830545,False,True,True,2010-06-04,trailing_drawdown,3424.484708189105,-65.48051419152716,-0.018762511950437297,True,True,-2359.180127940368,-0.22314703608429462,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.9319668799006133,1.414949027297016,1.0612117704727622,True,True,True,benchmark_only,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_00_v1,risk_control_diagnostic,1.0,1.0,stress,11793.374515523981,6166.3405553478115,5627.03396017617,False,True,True,2018-02-08,trailing_drawdown,6166.3405553478115,-74.37013730326635,-0.011916933978503918,True,True,-1377.2517669391273,-0.15710753763387988,exact,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.295419611565212,10.554468517826038,7.9158513883695285,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
etf_volatility_control_diagnostic,SPY_200d_vol_target_12_cap_1_10_v1,risk_control_diagnostic,1.0,1.1,stress,11619.719710039213,6151.743313539201,5467.976396500012,False,True,True,2018-02-08,trailing_drawdown,6151.743313539201,-131.64721339848347,-0.020951620440285437,True,True,-1373.6628755743332,-0.15942236579539595,approximate,volatility_control_reconstructed_equity_curve,Tier 1 diagnostic only. Predeclared 12% target vol and 60-day realized vol window; no grid search.,balanced_speculative_research_v1,hard_stop,2.289438125957222,10.50581104513067,7.879358283848003,True,True,True,too_risky,diagnostic_only,diagnostic,False,tier1_exploratory;leverage_or_exposure_diagnostic;exposure_multiplier_gt_1;stop_enforced_metric_quality_approximate;project_stop_hit,Stop-enforced result is more relevant than final-date recovery.
