run_id,lane,strategy,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,average_exposure,median_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,stop_enforced_metric_quality,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes,rolling_metric_quality,rolling_notes
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,standard,30,all_possible,4601,4601,True,True,0.014127363616605,0.014127363616605,0.0017387524451206,0.0017387524451206,0.0,0.0,0.0,3000.0,3000.0,3015.612848218349,-83.73927540648947,-302.09738416209893,0.4931536622473375,0.3942621169311019,0.0,0.0086937622256031,0.00021734405564,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,warning,0.5034956402701649,0.0,0.0,True,False,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,standard,60,all_possible,4571,4571,True,True,0.0546926274338219,0.0546926274338219,0.0113760665062349,0.0113760665062349,0.0,0.0,0.0,3017.0530302480383,3017.0530302480383,3030.3778619861646,-125.26009818404373,-375.1242683585615,0.5464887333187486,0.3918179829359002,0.0,0.0255961496390286,0.0037190986654998,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,warning,0.6252071139309359,0.0568434341601278,0.04263257562009585,True,False,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,standard,90,all_possible,4541,4541,True,True,0.126183659986787,0.126183659986787,0.0336930191587756,0.0336930191587756,0.0,0.0,0.0,3024.793587110975,3024.793587110975,3042.106532502397,-155.69407607117682,-406.0204244096831,0.5582470821404977,0.4045364457168025,0.0,0.061440211407179,0.0123320854437348,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,warning,0.6767007073494717,0.08264529036991614,0.0619839677774371,True,False,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,standard,180,all_possible,4451,4451,True,True,0.2745450460570658,0.2745450460570658,0.1469332734217029,0.1469332734217029,0.0,0.0,0.0,3075.8797760602265,3075.8797760602265,3077.4650160450906,-208.06854647000773,-475.32995524359694,0.6104246236800719,0.3718265558301505,0.0,0.1664794428218378,0.0741406425522354,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.7922165920726616,0.2529325868674217,0.18969944015056625,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,stress,30,all_possible,4601,4601,True,True,0.0136926755053249,0.0136926755053249,0.0015214083894805,0.0015214083894805,0.0,0.0,0.0,3000.0,3000.0,3011.0240952068425,-86.17929991322262,-306.9225064492348,0.4725059769615301,0.4149098022169094,0.0,0.0082590741143229,0.00021734405564,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,warning,0.5115375107487247,0.0,0.0,True,False,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,stress,60,all_possible,4571,4571,True,True,0.0520673813169984,0.0520673813169984,0.0102822139575585,0.0102822139575585,0.0,0.0,0.0,3006.3415830845297,3006.3415830845297,3021.8155174429517,-128.03468825738082,-384.9443360911327,0.52089258367972,0.4174141325749289,0.0,0.0234084445416757,0.003062787136294,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,warning,0.6415738934852212,0.021138610281765675,0.015853957711324255,True,False,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,stress,90,all_possible,4541,4541,True,True,0.111208984805109,0.111208984805109,0.0352345298392424,0.0352345298392424,0.0,0.0,0.0,3007.781757227577,3007.781757227577,3029.2223787922862,-158.6067606201177,-421.3156361849956,0.5188284518828452,0.443955075974455,0.0,0.0530720105703589,0.0105703589517727,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,warning,0.7021927269749927,0.025939190758590483,0.019454393068942862,True,False,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_validated_lane,current_no_cash_proxy_alpha_AB,focused_finalist,tier3_candidate_validation,1.0,1.0,stress,180,all_possible,4451,4451,True,True,0.2385980678499213,0.2385980678499213,0.1339024938216131,0.1339024938216131,0.0,0.0,0.0,3039.447713202597,3039.447713202597,3052.340236691503,-212.40118180412264,-480.38143112962734,0.5621208717142215,0.4201303077960009,0.0,0.1379465288699168,0.0590878454279937,,0.0,0.0,,,,,,exact,balanced_speculative_research_v1,review,0.8006357185493789,0.1314923773419893,0.09861928300649198,True,True,False,watchlist,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,none,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.,exact,Exact all_possible rolling windows from existing Backtester artifact /Users/jcruzlopez/trading/trading_tournament/evidence/runs/20260530_142649/independent_rolling_window_summary.csv; no sampled rows used.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,standard,90,all_possible,4541,4541,True,True,0.33274609116934595,0.3287822065624312,0.15987667914556264,0.15789473684210525,0.06782646994054173,0.05153049988989209,0.06782646994054173,3164.973751962369,3162.166054157341,3121.2862141681267,-217.6617431241816,-1329.5804799262269,0.7496146223298833,0.2503853776701167,0.027306760625412905,0.23122660207002863,0.11319092710856639,-801.1575717527398,0.022682228584012334,0.009249064082801146,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.2159674665437112,0.5405535138578034,0.40541513539335255,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
20260601_012350,etf_benchmark,SPY_buy_hold,benchmark,benchmark,1.0,1.0,standard,180,all_possible,4451,4451,True,True,0.6931026735565041,0.669287800494271,0.51134576499663,0.4960682992585936,0.16513143113906986,0.10604358571107617,0.16513143113906986,3326.776151758259,3313.144144723819,3235.801781780714,-320.41942188780195,-1572.233822713335,0.7506178386879353,0.2493821613120647,0.03280161761401932,0.5210065153898,0.37025387553358796,-801.1575717527398,0.06470456077286003,0.01011008762075938,,,,,,exact,balanced_speculative_research_v1,hard_stop,2.620389704522225,1.0438138157460632,0.7828603618095474,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,core,False,project_stop_hit,Computed directly from cached adjusted ETF benchmark prices on the finalist effective calendar.,exact,Computed from cached adjusted ETF benchmark equity curve.
