run_id,lane,strategy,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,standard_or_stress,cost_model,cost_model_quality,spread_slippage_per_side,financing_cost_assumption,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,catastrophic_loss,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,notes
20260531_213121,etf_validated_lane,current_no_cash_proxy_alpha_AB,daily_etf,ETF exact focused finalist; not a real-money recommendation,existing ETF adjusted OHLC via cache:19,2008-01-03,2016-01-04,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,3392.201266116984,3392.201266116984,0.130733755372328,0.130733755372328,4002.0119051145734,2789.9433616429433,-609.8106389975896,-0.1523760182267952,False,True,True,2016-01-04,trailing_drawdown,3392.201266116984,True,True,2010-04-22,True,True,2010-10-05,579,694,2014.0,False,,190.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,Focused candidate_exhaustive full-period row; no strategy rules changed.
20260531_213121,etf_validated_lane,current_no_cash_proxy_alpha_AB,daily_etf,ETF exact focused finalist; not a real-money recommendation,existing ETF adjusted OHLC via cache:19,2008-01-03,2015-12-03,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,3239.9316755965556,3239.9316755965556,0.07997722519885175,0.07997722519885175,3864.3987370391915,2783.5263758697333,-624.4670614426359,-0.16159488291342508,False,True,True,2015-12-03,trailing_drawdown,3239.9316755965556,True,True,2010-08-26,True,True,2010-10-13,667,700,1994.0,False,,188.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,exact,computed_from_focused_backtester_variant_equity_curve,Computed by running the existing fixed-rule ETF Backtester for the focused no-cash A/B finalist.,Focused candidate_exhaustive full-period row; no strategy rules changed.
20260531_213121,etf_benchmark,SPY_buy_hold,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,21927.233499213387,2341.939079267469,6.309077833071129,-0.21935364024417703,21927.233499213387,1443.7450763973602,-3284.466285770486,-0.5187516412008799,True,True,True,2008-09-29,absolute_floor,2341.939079267469,True,False,2012-09-13,True,False,2013-01-17,1184,1269,186.0,False,0.9997840172786178,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,ETF benchmark computed directly for compact challenge audit.
20260531_213121,simulated_leverage_diagnostic,SPY_buy_hold_sim_1_25x,ETF simulated leverage,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.25,standard,spread_slippage_per_side_plus_financing,approximate,0.000625,0.05,25586.513034466756,2399.499934401372,7.528837678155586,-0.2001666885328761,25586.513034466756,1149.071635122841,-4569.881423700497,-0.6169571214829361,True,True,True,2008-07-15,absolute_floor,2399.499934401372,True,False,2013-03-05,True,False,2013-04-10,1300,1325,133.0,False,0.9997840172786178,1.0,1.25,SPY_buy_hold,,False,False,diagnostic,too_risky,simulated leverage hit project stop,approximate,approximate_return_multiplier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",Tier 1 simulated ETF leverage diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_213121,simulated_leverage_diagnostic,SPY_buy_hold_sim_1_5x,ETF simulated leverage,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.5,standard,spread_slippage_per_side_plus_financing,approximate,0.00075,0.08,21655.693154209504,2371.990536773017,6.218564384736501,-0.2093364877423276,21655.693154209504,887.3788254981463,-4679.119982459594,-0.704160099452912,True,True,True,2008-07-07,absolute_floor,2371.990536773017,True,False,2013-10-18,True,False,2013-11-13,1459,1477,127.0,False,0.9997840172786178,1.0,1.5,SPY_buy_hold,,False,False,diagnostic,too_risky,simulated leverage hit project stop,approximate,approximate_return_multiplier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",Tier 1 simulated ETF leverage diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_213121,etf_benchmark,SPY_buy_hold,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,21915.98869200732,2340.7380771694948,6.30532956400244,-0.21975397427683507,21915.98869200732,1443.0046895610653,-3282.7819332889176,-0.5189984368129782,True,True,True,2008-09-29,absolute_floor,2340.7380771694948,True,False,2012-09-13,True,False,2013-01-17,1184,1269,186.0,False,0.9997840172786178,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,ETF benchmark computed directly for compact challenge audit.
20260531_213121,simulated_leverage_diagnostic,SPY_buy_hold_sim_1_25x,ETF simulated leverage,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.25,stress,spread_slippage_per_side_plus_financing,approximate,0.00125,0.05,25570.004628292307,2397.951778172372,7.523334876097435,-0.20068274060920932,25570.004628292307,1148.3302546443604,-4566.9329383555,-0.6172042605679795,True,True,True,2008-07-15,absolute_floor,2397.951778172372,True,False,2013-03-06,True,False,2013-04-10,1301,1325,133.0,False,0.9997840172786178,1.0,1.25,SPY_buy_hold,,False,False,diagnostic,too_risky,simulated leverage hit project stop,approximate,approximate_return_multiplier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",Tier 1 simulated ETF leverage diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_213121,simulated_leverage_diagnostic,SPY_buy_hold_sim_1_5x,ETF simulated leverage,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.5,stress,spread_slippage_per_side_plus_financing,approximate,0.0015,0.08,21638.81564038611,2370.1419095880856,6.21293854679537,-0.20995269680397144,21638.81564038611,886.687240690064,-4675.47327802842,-0.7043906643198707,True,True,True,2008-07-07,absolute_floor,2370.1419095880856,True,False,2013-10-18,True,False,2013-11-13,1459,1477,127.0,False,0.9997840172786178,1.0,1.5,SPY_buy_hold,,False,False,diagnostic,too_risky,simulated leverage hit project stop,approximate,approximate_return_multiplier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",Tier 1 simulated ETF leverage diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_213121,etf_benchmark,SPY_200d_trend_model,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,standard,spread_slippage_per_side,exact,0.0005,0.0,16434.943695765938,3443.3492099452815,4.478314565255313,0.14778306998176038,16434.943695765938,2915.9728773978914,-2311.8890196820103,-0.2145300486335292,False,True,True,2010-06-04,trailing_drawdown,3443.3492099452815,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,183.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,ETF benchmark computed directly for compact challenge audit.
20260531_213121,simulated_leverage_diagnostic,SPY_200d_trend_model_sim_1_25x,ETF simulated leverage,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.25,standard,spread_slippage_per_side_plus_financing,approximate,0.000625,0.05,19216.17809500964,3660.190421529007,5.405392698336547,0.2200634738430023,19216.17809500964,2838.7349142856297,-3353.8482861771317,-0.2652892260126385,False,True,True,2010-05-20,trailing_drawdown,3660.190421529007,True,True,2009-08-03,True,True,2009-08-21,398,412,599.0,False,0.9997840172786178,92.0,228.75,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated leverage hit project stop,approximate,approximate_return_multiplier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",Tier 1 simulated ETF leverage diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_213121,simulated_leverage_diagnostic,SPY_200d_trend_model_sim_1_5x,ETF simulated leverage,tier1_exploratory,data/cache adjusted ETF benchmark prices,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,approximate_return_multiplier,1.5,standard,spread_slippage_per_side_plus_financing,approximate,0.00075,0.08,16790.481313335466,3567.856145539942,4.596827104445155,0.18928538184664734,16790.481313335466,2700.4213184066502,-3814.5618604146775,-0.33977979961269,False,True,True,2010-05-20,trailing_drawdown,3567.856145539942,True,True,2009-08-07,True,True,2009-08-25,402,414,599.0,False,0.9997840172786178,92.0,274.5,SPY_200d_trend_model,,False,False,diagnostic,too_risky,simulated leverage hit project stop,approximate,approximate_return_multiplier_reconstructed_equity_curve,"Diagnostic only. Return multiplier, simplified financing, and no real margin/liquidation/path-dependency model.",Tier 1 simulated ETF leverage diagnostic; not paper-forward ready and not a real-money recommendation.
20260531_213121,etf_benchmark,SPY_200d_trend_model,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2008-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,stress,spread_slippage_per_side,exact,0.001,0.0,14996.05812201965,3424.484708189105,3.998686040673217,0.14149490272970167,14996.05812201965,2911.665433700281,-2359.180127940368,-0.22314703608429462,False,True,True,2010-06-04,trailing_drawdown,3424.484708189105,True,True,2009-08-03,True,True,2009-08-21,398,412,609.0,False,0.9997840172786178,92.0,183.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,ETF benchmark computed directly for compact challenge audit.
