rank_overall,rank_profit_potential,rank_risk_control,rank_upside,experiment_id,display_name,evidence_tier,run_status,p_90d_target_300_before_stop,p_90d_target_400_before_stop,p_90d_target_600_before_stop,p_90d_target_900_before_stop,p_90d_target_1200_before_stop,p_90d_any_stop_hit,median_90d_stop_enforced_final_equity,p95_90d_stop_enforced_final_equity,worst_90d_max_drawdown,expected_profit_90d,stress_degradation,profit_score,risk_penalty,final_score,profit_verdict,ranking_notes,accounting_integrity_status,profit_results_usable,ranking_blocked_reason
1,6,3,14,combo_SPY200d_GLD_50_50_v1,Combo SPY200d GLD 50/50,tier2_credible_prototype,completed,0.225,0.15,0.0,0.0,0.0,0.0,3077.5727172300453,3389.6980511680545,-419.15464214180656,103.34541033512141,22.032430724469577,74.34264739057853,1.7625944579575663,72.58005293262097,leading_profit_candidate,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
2,8,1,4,IEF_buy_hold,IEF Buy And Hold,benchmark,completed,0.175,0.125,0.0,0.0,0.0,0.0,3006.2410168279494,3280.191579315572,-316.1995631787454,41.399086203781735,0.0,53.824096768413305,0.0,53.824096768413305,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
3,9,4,3,SPY_200d_trend_model,SPY 200-Day Trend Model,tier3_candidate_validation,completed,0.2,0.05,0.0,0.0,0.0,0.0,3076.4821905341773,3350.585757266993,-567.4545568109511,82.13304046254143,63.17683548326568,53.0763529366066,5.0541468386612545,48.02220609794534,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
4,1,12,1,GLD_buy_hold,GLD Buy And Hold,benchmark,completed,0.475,0.325,0.15,0.15,0.0,0.2,3074.219478192749,3716.464996043193,-842.6148956076154,109.80561182406154,0.0,190.4059368880145,154.91521346266538,35.49072342534913,high_upside_high_risk,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
5,2,9,11,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,tier2_credible_prototype,completed,0.475,0.275,0.0,0.0,0.0,0.175,3044.423325128223,3278.593172514395,-678.3449214264192,27.54394628596947,4.694672629672368,115.63544479684826,89.04629630962052,26.589148487227746,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
6,3,10,13,GLD_SPY_rotation_v1,GLD SPY Rotation,tier2_credible_prototype,completed,0.5,0.175,0.0,0.0,0.0,0.175,3062.8200731683155,3242.243498413356,-678.3449214264192,16.581522656548714,4.694672629672368,101.95639000632963,89.04629630962052,12.910093696709112,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
7,11,6,15,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,tier2_credible_prototype,completed,0.1,0.0,0.0,0.0,0.0,0.0,3084.00360421757,3300.264790550519,-316.8115536642172,88.83845249781734,277.743350800657,31.715961450009473,22.219468064052563,9.49649338595691,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
8,12,5,12,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,tier2_credible_prototype,completed,0.05,0.0,0.0,0.0,0.0,0.0,3065.5619898429986,3173.223474362965,-420.4439915702369,42.2373637885521,129.18030360965622,18.129779278755084,10.334424288772498,7.795354989982586,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
9,13,2,5,BIL_cash_proxy,BIL Cash Proxy,benchmark,completed,0.0,0.0,0.0,0.0,0.0,0.0,3011.453615848295,3044.366763528651,-23.453516626707824,14.688634902643571,1.936397592126923,2.902546539123059,0.15491180737015384,2.7476347317529055,benchmark_only,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
10,5,8,10,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,tier2_credible_prototype,completed,0.35,0.15,0.0,0.0,0.0,0.175,3013.250972906153,3242.243498413356,-678.3449214264192,-1.392881304615912,4.694672629672368,76.44301187176494,89.04629630962052,-12.603284437855578,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
11,10,7,9,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,tier2_credible_prototype,completed,0.15,0.125,0.0,0.0,0.0,0.0,3003.6615732855444,3275.84697158505,-207.24160214662288,33.2444462340809,978.0884645795923,50.250906647557095,78.24707716636738,-27.99617051881028,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,
